1	0	0	1	1	131	0.666
1	0	0	0	1	129	0.5224
2	0	1	1	0	105	1.3356
2	0	0	0	0	122	0.4238
1	1	0	1	0	121	0.2316
2	0	1	0	0	119	0.5075
2	1	0	1	1	110	0.5673
1	0	0	0	1	129	1.1843
2	0	0	1	0	112	0.6207
1	0	0	0	0	106	1.0968
2	0	0	1	1	121	1.6213
2	0	0	1	1	131	0.3165
2	0	0	1	0	120	2.7627
2	0	1	1	0	119	0
1	0	1	0	0	113	4.3396
1	1	1	1	1	131	3.68
1	0	0	1	1	108	0
1	1	0	1	1	107	1.3836
1	1	1	1	1	131	0.1713
2	0	0	1	0	126	0.7273
2	0	0	1	0	113	0.8658
2	0	1	0	1	118	0.2099
1	0	0	0	0	132	1.658
2	0	0	0	1	124	1.2323
1	0	0	0	0	124	0
1	0	0	1	1	118	0.1921
1	0	0	1	1	122	0.7576
1	.	1	1	1	119	1.1033
1	0	0	1	1	118	0.7723
1	0	0	1	0	126	1.3239
1	1	0	1	0	117	0.4815
1	1	1	1	1	123	1.8545
2	1	0	1	1	115	1.3092
2	1	0	0	0	119	1.4371
2	1	0	1	1	118	0.276
1	0	1	0	0	119	1.3039
2	0	1	1	1	126	0.3135
1	1	1	1	1	110	0.6408
1	0	0	1	1	129	2.3279
2	0	0	0	0	116	0.1942
1	0	1	1	1	107	2.6568
2	0	0	1	1	105	1.0416
1	0	0	1	1	131	1.0313
2	0	0	1	1	120	0.3565
2	1	0	1	1	113	0.9089
1	1	1	1	0	121	0
1	0	1	1	1	104	1.64
1	0	0	1	1	120	0.8008
1	0	1	1	0	107	0.9481
1	1	0	0	0	119	0.2573
1	1	0	1	1	133	0
1	0	0	1	1	118	0.1886
1	0	0	0	1	113	1.2656
2	0	0	1	1	126	1.2175
2	1	0	0	0	129	0.3776
1	0	0	1	0	112	0.4629
1	1	0	0	1	117	1.202
1	0	0	0	1	107	0
1	0	0	1	1	119	1.5555
1	0	1	1	1	124	0
1	.	1	.	.	124	0.9623
1	0	1	1	1	106	0.4587
2	.	1	.	.	125	0.2991
1	0	0	1	1	131	1.7748
2	0	0	0	1	122	0.5333
1	.	0	.	.	124	1.0565
1	0	1	1	1	109	1.2573
2	0	1	0	0	101	1.9044
1	0	1	1	1	117	0
2	0	0	0	1	130	0.5061
1	0	0	1	1	109	1.5462
2	0	0	0	0	121	0.8626
2	0	0	1	0	131	0.3387
2	1	0	0	1	123	0
1	0	0	1	0	126	0.8668
1	1	1	1	0	110	0
2	0	0	1	1	125	0.7246
2	0	0	1	1	112	0
2	0	0	1	1	122	0.3476
2	0	0	0	0	121	0.5472
2	1	0	1	1	117	1.0022
1	1	0	0	1	132	1.4334
1	0	1	1	0	107	0.4163
1	.	1	.	.	106	0.4807
2	0	0	0	0	118	0.7643
1	0	1	0	1	109	0.139
2	0	0	0	0	125	0.6642
2	1	0	0	1	121	2.0413
1	0	0	0	0	123	1.026
2	0	1	1	0	119	2.5263
2	.	0	.	.	101	0.7282
2	0	0	1	1	108	0.3598
1	0	0	1	1	125	0.5899
1	1	0	1	1	126	1.4935
1	0	1	0	0	123	0.6113
2	0	0	1	1	115	0.4647
1	0	0	1	1	110	0.4632
2	0	0	0	1	124	1.7284
2	0	0	1	1	110	0.3877
2	0	1	1	1	124	1.6633
1	0	0	0	0	113	1.8186
2	0	0	1	1	104	0
1	0	0	1	1	111	2.2337
1	0	0	0	0	118	0
2	0	0	1	1	112	1.5457
2	.	0	.	0	106	0.5748
2	0	0	0	0	108	0.7509
2	0	1	1	0	121	2.9565
2	0	0	1	1	121	1.4457
2	1	1	1	1	112	0.5566
1	1	0	0	0	119	1.4181
1	0	0	1	0	112	3.9394
2	0	0	0	1	111	0.5047
2	0	1	1	1	132	0.7492
2	1	1	1	1	129	4.7913
1	1	0	0	1	101	2.7473
2	1	0	1	1	125	0.2736
1	0	0	1	1	110	0.5994
1	1	1	1	1	123	0
1	0	0	1	1	118	0.6415
1	0	0	0	0	107	0.5077
2	0	0	0	1	118	0.3304
1	0	0	1	1	109	0.7686
2	0	0	0	0	116	0.597
1	0	0	0	0	126	0
1	0	0	1	0	122	0.3452
2	0	0	1	1	116	0
1	0	0	1	1	120	1.1584
1	0	0	0	0	108	0.5432
1	0	1	0	0	129	0.3766
2	0	0	1	0	120	0.7667
2	0	1	1	0	105	0
2	1	0	1	0	104	1.5904
2	0	0	0	1	101	1.8993
2	1	0	1	0	114	0.7377
2	1	1	1	1	112	0.4804
2	1	0	1	0	107	1.1713
1	1	1	1	1	121	0.9317
1	0	1	1	0	132	1.4959
1	0	0	0	0	110	0.2684
1	1	0	0	0	124	0.6501
2	.	0	.	.	113	1.2447
2	0	0	1	1	129	0
1	0	0	0	1	113	0.344
2	0	0	0	1	125	0.305
2	.	0	1	.	119	1.4267
2	0	0	1	1	125	0.4993
2	0	1	1	1	107	0.5618
2	0	0	1	1	114	0.6643
2	0	0	1	1	126	1.5282
1	.	0	.	.	103	1.2721
2	0	1	1	1	125	0.6709
2	0	0	0	1	123	0.4101
1	0	0	0	1	121	0.7601
1	1	0	1	1	117	0.8848
2	0	0	1	0	116	0
1	1	0	1	1	124	0.6111
2	0	0	0	1	116	1.7856
2	0	0	1	1	106	0.7739
2	0	0	1	1	118	0.0885
1	1	1	1	1	126	0.3724
2	1	1	1	1	115	0
2	0	0	1	0	126	0.957
1	0	0	1	0	123	1.7892
1	0	1	1	1	107	0.774
1	0	1	1	0	104	0
1	0	0	0	0	105	0.6269
2	1	1	1	1	133	0.872
1	0	1	.	.	121	2.8654
2	1	0	1	1	132	1.2928
2	0	0	1	1	119	0
1	0	0	1	1	107	0.7048
2	1	1	1	0	114	1.628
1	0	0	1	.	123	0
2	0	0	1	0	110	0.3128
2	1	0	1	0	112	0.2691
2	0	0	1	1	116	0.2479
1	1	1	1	1	117	0.7684
2	1	1	0	1	113	0.7931
2	0	0	0	1	112	1.7767
1	0	0	1	1	114	0.8757
2	1	0	1	0	116	1.7683
2	0	0	1	1	129	0.5163
2	0	0	1	0	129	1.2041
1	0	0	0	0	129	0.4743
2	0	1	1	1	117	0.6315
1	1	0	1	1	123	1.0084
2	0	0	1	1	121	0.8654
1	0	0	0	1	126	2.7617
2	.	0	.	.	120	0.6152
2	1	1	1	1	103	1.1292
1	0	0	1	1	126	1.1571
2	0	0	1	1	119	0.8204
2	0	0	0	1	114	1.0273
1	1	0	1	1	120	0.3753
1	0	0	1	1	116	0.2601
1	0	0	1	0	132	1.2026
1	0	1	1	1	104	0.3545
1	0	0	1	1	131	0.764
1	0	0	1	1	113	3.7111
2	.	1	0	1	133	1.0738
2	1	0	1	0	116	0.3084
1	0	0	0	1	122	0.8267
2	0	0	1	1	121	0.362
1	1	1	1	1	119	0.7355
1	.	0	.	.	132	0.5829
1	0	0	1	0	104	0.3198
1	0	0	0	0	104	1.34
2	0	0	1	1	132	1.4967
2	0	0	1	1	110	1.531
1	1	0	0	1	108	0.5679
1	0	0	1	1	118	0.7999
2	.	0	0	0	126	0.4803
2	0	0	1	0	132	1.9848
2	0	0	1	0	117	0.2724
1	0	0	1	0	106	1.6903
2	1	0	1	1	104	0.2977
2	0	0	0	1	132	2.2643
1	0	0	1	1	113	2.1045
1	1	0	1	1	131	0.788
2	0	0	1	0	108	0.707
2	0	0	1	0	129	0
2	0	0	1	1	113	0.9064
2	0	0	1	0	103	0.8382
1	0	0	1	1	124	1.4589
2	0	0	0	0	132	0.814
1	0	1	1	1	123	1.1923
2	0	1	0	0	106	0.909
1	.	0	.	.	123	0
2	1	0	1	1	104	1.9101
2	0	0	1	1	103	0
2	0	0	0	0	124	0.9785
1	1	0	1	1	119	0.5547
2	0	0	1	1	113	0.8292
2	0	0	1	1	123	0.2853
1	0	0	1	1	128	0
1	0	0	1	1	131	0.9821
2	0	0	0	1	123	0
1	0	0	0	0	126	0.5811
1	1	0	1	1	131	0.3161
1	0	1	1	1	117	0
1	0	0	0	1	118	1.2459
1	1	0	1	1	115	0.6138
1	0	0	0	0	107	0.9017
1	0	0	1	1	130	1.248
1	0	0	1	0	118	0.7712
2	1	0	1	1	127	0.2198
1	0	1	1	1	126	0.6572
1	0	1	1	1	101	1.8553
1	1	0	1	1	116	0.3942
2	0	0	1	1	110	1.8014
2	0	0	1	1	105	1.449
1	0	0	0	1	132	0.5243
2	1	0	0	1	125	0.4412
2	1	0	1	1	129	1.0008
2	0	0	1	1	103	1.443
1	0	0	0	0	108	0.5164
2	0	0	1	1	103	1.2825
1	0	0	0	0	126	0.4093
1	1	0	1	1	124	0.3446
1	1	1	0	0	126	1.3625
2	0	0	1	0	104	0
2	.	0	.	.	122	0
2	0	0	1	1	116	0
1	0	0	0	0	129	0.9203
1	0	0	1	1	103	0.9774
1	0	0	1	1	122	0.7515
2	0	0	1	1	132	2.0961
2	0	0	1	1	106	0
1	0	0	1	1	121	0
1	0	1	1	0	114	0.3152
1	1	0	1	1	106	0.7529
2	0	0	0	1	128	0
1	0	0	0	1	120	0.4644
1	0	0	1	1	126	1.2377
1	0	0	1	0	112	0.769
2	1	1	1	1	109	0.7686
2	0	0	1	1	107	0.8245
1	0	0	0	1	116	1.3864
1	1	0	1	1	109	1.7889
2	0	0	1	1	101	1.5226
2	0	1	1	1	103	0.7876
1	1	1	1	1	131	0
1	0	0	0	0	117	0.3695
1	0	0	1	1	108	0
1	0	0	0	1	121	0.9334
2	0	1	1	1	106	0.5028
2	1	1	1	1	115	1.4337
2	0	0	1	1	121	2.0743
1	0	0	0	0	103	2.8084
1	0	0	1	1	127	0.297
1	0	0	1	1	127	0
2	0	1	1	1	131	1.1931
2	0	0	1	1	119	0.5579
1	0	0	1	0	126	0.9881
1	1	1	1	1	107	0.4308
2	0	0	0	1	108	0.6192
1	0	1	0	0	101	1.3265
2	0	0	1	0	104	1.6915
1	0	0	1	0	120	0.4138
1	0	0	1	1	129	0.2553
2	0	1	0	0	101	0.4687
1	0	0	1	0	114	0.7212
1	0	1	0	1	123	0.6512
1	0	0	0	1	112	0.4683
2	1	1	1	1	109	0.4149
1	0	0	1	0	118	0.2505
1	1	0	1	1	125	0.6305
1	0	0	1	0	115	1.4246
1	0	0	1	1	121	0
2	0	0	1	1	132	0.8903
1	0	0	1	1	126	1.5135
2	0	0	1	1	120	0.5841
1	0	0	0	1	123	0.9717
1	0	0	1	0	117	1.6801
1	0	0	1	0	131	0.3593
2	1	1	1	1	109	0.8944
1	0	0	0	0	133	0.519
1	.	0	.	.	132	2.0077
1	0	1	1	0	118	0.2231
1	1	1	1	1	111	0.6604
1	1	0	1	1	127	1.8478
2	0	0	0	0	121	0.2882
2	.	0	.	.	110	0.4286
1	0	0	1	1	121	0.9425
1	0	0	1	1	119	0.585
2	0	0	0	1	113	0.9809
2	1	0	1	0	112	0.6575
2	0	0	1	1	118	0.9074
1	0	0	1	1	104	0.8669
1	1	0	0	1	123	0.6868
1	0	0	0	1	132	1.1547
1	0	0	1	1	108	1.0633
2	0	0	1	1	111	1.5172
2	0	1	0	1	112	0.9399
1	1	1	1	1	104	0.7523
1	1	0	1	1	108	0.3216
2	1	1	1	1	107	0.9481
2	.	0	.	.	101	0.5309
1	1	1	1	1	124	0.645
1	0	1	1	0	106	0.3
1	1	1	1	1	126	1.633
1	0	0	0	0	117	1.1444
1	0	0	1	1	127	0.3378
1	1	0	1	1	123	0.3508
2	0	0	1	0	123	1.0618
2	0	0	0	0	112	0.5256
2	1	1	1	1	106	0.8146
1	0	0	1	1	121	0.5316
2	0	0	0	0	114	0.8121
2	0	0	1	1	104	0.9551
2	1	0	1	1	113	0.846
2	.	1	.	.	125	0.8799
2	1	0	1	1	105	2.0566
2	0	0	0	0	127	0.7233
2	1	0	1	0	109	0.6498
2	1	0	1	1	113	0.7953
2	0	0	1	1	111	0.7992
1	1	1	1	1	124	1.9762
1	0	0	1	1	108	1.7213
2	0	0	1	0	114	1.2828
1	0	0	0	0	127	0.6259
2	0	1	1	1	123	0.6878
1	0	0	1	1	109	0
1	0	0	1	0	132	2.3366
1	0	1	1	0	117	1.0022
2	0	0	0	1	123	0.624
2	0	0	0	1	132	0
2	0	0	1	1	116	1.7644
1	1	0	1	0	129	0.9239
2	0	0	0	0	115	0.8721
2	0	0	1	0	118	0.7826
1	1	0	1	1	112	0.9895
1	0	0	1	0	110	1.0318
2	0	0	0	1	114	1.9665
1	0	0	0	0	132	0.99
2	1	0	1	1	124	0
1	0	0	0	0	123	1.1436
1	0	0	1	0	113	2.1723
2	1	0	0	0	127	2.7986
2	0	0	1	1	122	0.8194
2	0	0	1	1	106	0
2	0	0	1	0	107	0.2633
1	0	0	1	0	112	0.5634
1	1	1	1	1	123	0.6971
2	0	1	1	0	125	0.9084
1	0	0	0	0	112	0.9332
2	0	0	1	1	116	0.4336
2	1	1	1	1	108	0.5248
2	0	0	1	1	126	2.938
1	0	1	0	1	104	0.267
2	1	0	1	1	127	0.307
1	0	0	1	1	103	0.3271
2	0	0	0	0	133	0.4231
1	0	0	1	0	107	1.4324
1	0	0	1	0	117	1.071
2	0	0	1	0	110	0.9361
1	.	0	.	.	109	0.8023
1	0	0	0	.	123	0.7976
1	0	0	1	1	129	0.571
1	0	0	0	0	117	0.5717
2	0	1	1	0	107	0.5216
2	0	1	1	0	101	1.4275
2	0	1	1	1	115	1.1137
2	0	0	0	0	107	0.5319
1	0	0	1	1	129	1.1157
2	0	0	1	0	114	0.2761
2	0	0	1	1	113	0
2	0	1	0	0	120	0.9288
2	1	0	1	1	132	0.5192
1	1	0	1	1	123	0.6878
1	0	0	1	1	113	2.1473
2	0	0	0	0	128	0.9185
1	1	1	1	1	106	0.5843
2	0	1	1	1	106	1.0742
1	0	0	0	0	118	0.3992
2	0	0	1	1	130	0.7002
2	0	0	1	0	119	0.3366
1	0	0	0	0	113	0.4143
1	.	0	.	.	124	0
2	0	1	1	0	126	0.515
1	0	0	0	1	106	1.0083
1	0	1	1	1	116	1.0748
2	0	1	1	1	115	1.2312
1	0	0	1	1	112	0.4334
2	0	0	1	1	110	2.2184
1	0	1	0	0	114	0.7365
2	0	0	1	1	116	1.1275
2	0	0	1	0	113	0
2	0	0	1	1	123	0.8389
2	0	0	1	1	110	0.2716
1	0	0	0	1	108	0.7011
1	1	1	1	1	128	0.8742
1	0	0	1	1	107	1.1993
2	1	1	1	1	104	0
1	0	1	1	1	126	1.4266
1	0	0	1	1	113	0.9587
1	0	0	1	0	125	1.0236
2	0	0	1	1	109	0.5826
1	1	1	1	1	126	0.2758
2	0	0	1	1	131	0.6689
2	.	0	1	0	117	1.0726
2	1	0	1	1	115	0.7767
1	0	0	1	0	110	0.314
1	0	0	1	1	117	2.1111
2	0	0	1	1	133	0.5879
1	0	1	0	0	124	0.616
2	0	0	0	0	105	0.6977
2	0	0	.	.	113	0.5451
1	1	1	1	1	108	0.3044
2	0	0	0	0	104	2.3537
2	1	0	1	1	105	1.3997
2	1	0	1	1	129	0
2	1	1	1	1	119	0.5552
2	0	0	1	1	127	0.3325
1	0	0	1	1	129	0.7022
2	0	0	1	0	103	1.0929
2	0	0	1	0	106	1.3603
1	1	1	1	1	124	0.5536
1	0	0	0	1	118	0.4131
2	0	1	0	0	101	0.6538
2	0	0	0	1	104	1.2057
1	1	1	1	1	118	0.2239
2	0	0	0	0	108	0.4203
2	0	0	1	1	116	0.6648
1	1	0	1	0	123	0.2896
2	0	0	1	1	113	1.3982
1	0	0	1	1	107	0.7903
2	0	0	1	1	101	0.6852
1	1	1	1	1	123	0.8736
1	0	1	0	0	126	0.7293
1	0	0	1	0	109	3.4629
2	1	1	1	1	117	0.7843
2	1	0	1	1	101	0.9276
1	1	0	1	1	131	0.7009
1	0	0	0	0	119	0
2	.	0	.	.	125	0.8781
1	1	1	1	1	126	0
2	1	0	0	1	131	0.9038
2	1	0	1	1	105	1.9268
2	0	0	1	0	126	1.1398
2	0	0	1	1	130	0.7267
1	0	0	0	0	118	0.7216
1	0	0	0	0	127	0.4604
1	1	1	1	1	122	0.5772
2	0	1	1	1	114	0.8386
1	0	1	1	0	121	0.9078
1	1	1	1	1	108	0.1267
2	0	0	1	1	123	0.9194
2	0	0	1	1	101	1.116
2	1	1	1	1	129	0.95
2	.	0	.	.	125	0.4019
1	0	0	0	0	130	0.4794
1	0	0	0	0	104	1.1512
2	0	1	1	1	103	1.2807
2	1	0	1	1	104	1.7779
1	0	0	0	0	123	0.6341
1	0	0	1	0	112	0.2999
1	0	0	1	1	101	0
2	0	1	1	1	119	0.9242
1	0	0	0	1	106	0.4583
1	1	0	1	1	109	0.0957
1	1	1	0	0	126	0.8182
2	1	1	1	0	105	1.548
2	0	0	0	0	110	0.1697
2	0	1	1	1	126	2.8033
2	0	0	1	0	129	0.4378
1	1	0	1	0	119	0.536
2	1	1	1	1	106	0.7577
2	0	0	1	1	124	0.4997
2	0	1	1	0	115	0.7872
1	0	0	1	1	124	0
2	1	1	1	1	112	0.5576
1	0	0	1	1	110	0.3189
2	0	0	1	1	109	0.2928
2	0	1	1	0	117	0.7008
2	0	1	0	1	120	0.7261
2	1	1	1	0	123	0.3495
1	1	0	1	1	110	2.4605
1	0	0	1	1	120	0.4146
1	0	0	0	0	129	0.7186
1	0	0	1	0	109	0.1162
2	0	1	0	0	112	0
1	0	0	0	0	125	0.3885
1	1	0	1	0	121	0.2624
1	0	0	1	1	119	2.7871
2	0	0	0	0	112	0.8134
2	.	1	.	.	114	1.9571
2	0	1	1	1	110	0.5227
1	1	1	1	1	110	0.6542
1	0	0	0	0	118	0
1	1	1	0	1	119	0.7902
1	0	0	1	1	125	0.6504
2	0	0	0	0	117	0.6331
2	1	0	0	0	125	1.1837
2	1	0	0	0	124	0
2	1	0	0	1	127	0.4349
2	1	0	0	0	104	0.3395
2	.	0	.	.	127	0.3455
2	1	1	1	1	108	0.3772
2	0	0	1	1	122	0.1996
1	.	0	.	.	133	0.8438
2	0	0	1	1	114	1.2828
2	1	1	1	1	107	0.5555
2	0	0	1	1	126	0.5734
2	1	1	1	1	101	1.1541
1	0	0	0	1	109	2.0361
1	1	1	1	0	107	0.7007
1	0	0	0	0	126	0
1	0	0	1	1	101	2.8448
2	0	0	1	1	126	0.7152
2	1	0	1	1	115	0.9695
1	0	1	1	0	113	0.7106
2	0	0	1	0	107	0.8622
1	0	0	0	0	121	1.4142
2	0	0	1	1	123	0.2983
1	0	1	1	1	106	0.2985
1	0	0	1	1	127	0.2464
2	0	0	1	1	116	0.2332
1	0	0	0	1	109	0.4199
2	0	0	1	1	106	4.5163
2	0	1	1	0	115	0.8238
2	.	0	.	.	132	1.0631
1	0	0	1	1	126	0.4995
1	1	0	0	0	132	1.8676
1	0	0	1	1	123	0.7809
1	0	0	1	1	101	1.4482
2	0	0	0	0	122	0.3246
2	1	1	1	1	108	0.4896
2	1	0	1	1	132	1.7197
2	.	0	.	.	125	0.3801
2	0	0	1	1	119	0.4529
2	.	0	.	.	124	1.2613
1	0	1	1	1	126	1.8292
1	0	1	0	1	132	0.7524
2	0	0	1	0	129	0.9309
1	0	0	1	0	112	0.3333
2	0	0	0	1	128	2.6675
1	0	0	0	1	118	0.3443
2	1	0	1	1	114	0.3358
1	0	1	1	1	104	1.4606
1	.	0	1	0	115	1.1076
2	0	0	0	1	132	0.65
1	0	0	1	0	120	4.3797
1	.	0	.	.	120	1.7685
2	0	0	1	0	106	0.3328
1	0	0	0	0	116	0.4648
2	0	0	1	1	118	0
2	1	0	1	1	106	0.909
1	0	1	1	1	103	0.4744
1	0	1	1	1	117	0.4045
1	0	1	0	1	118	0.276
2	0	0	0	0	108	0
1	0	0	0	1	107	0.8954
1	0	0	1	1	119	0.4032
2	1	1	1	1	126	1.8428
1	0	0	1	0	110	0
2	0	1	1	1	109	0.7285
2	0	0	0	0	113	0.7052
2	0	0	0	1	113	1.4415
2	0	1	0	0	114	0.7445
1	0	1	0	1	129	0.7292
2	0	0	1	1	108	1.0555
1	0	0	1	1	121	1.2655
2	1	1	1	1	118	0.9526
2	0	0	1	0	119	1.5092
1	0	0	0	0	118	0
1	0	0	0	0	107	0.3097
1	1	0	1	1	125	0.9515
1	0	1	0	1	127	0.5044
1	1	0	1	1	123	1.5101
1	0	0	0	1	123	0.8946
1	1	0	1	1	115	0.6898
2	0	1	1	1	114	1.2318
1	0	0	1	1	125	0.6477
1	1	1	1	1	123	1.1248
2	0	0	0	1	104	0.3601
2	0	0	1	1	132	0.9703
1	0	1	1	1	112	2.1585
2	0	0	1	0	116	0.2257
1	0	0	1	1	128	0.4365
2	0	0	1	0	122	0.1756
1	0	0	1	1	107	1.7138
2	0	0	1	1	132	2.5261
1	0	0	1	0	115	1.4765
1	0	0	1	1	107	0
2	0	0	1	1	106	0
2	1	0	1	1	123	0.757
2	0	0	1	1	103	1.9337
2	1	0	1	0	132	0.5773
2	0	0	1	1	107	0.8638
1	0	0	1	0	125	0.6051
2	0	0	0	0	108	0.8568
1	0	0	1	1	129	0.7919
1	1	1	1	1	112	0.9698
1	0	1	1	0	112	1.2507
2	0	1	1	1	127	0.576
1	0	0	1	1	113	3.3028
1	1	0	1	1	103	0.9615
1	0	0	1	0	121	0.9533
1	0	0	0	0	121	0.2613
2	0	1	1	1	126	0.7138
1	0	0	0	1	117	0.4837
1	0	1	1	1	103	0.6669
2	0	1	0	1	129	0.5076
1	1	0	1	1	116	0.7674
2	0	0	0	0	116	0.224
2	0	1	1	1	107	0.3935
2	0	0	0	1	116	0.3883
2	1	1	1	1	101	1.0303
2	0	1	1	1	127	0.4417
1	1	1	0	1	101	1.118
1	1	1	1	1	131	0.7745
2	.	0	.	.	125	0.3254
2	0	1	1	1	123	0.3296
2	1	0	0	1	129	0.286
1	1	0	1	1	124	0.5219
2	0	0	1	1	121	0.3498
2	1	1	1	0	118	0.8158
2	1	1	1	1	119	0.5961
1	0	1	1	1	113	0.4455
2	0	0	1	1	129	1.0896
1	0	0	0	1	122	1.0246
2	1	0	1	1	124	3.3825
1	0	0	1	1	120	0.5884
1	1	1	0	1	126	1.6188
1	0	1	1	.	118	0
2	0	0	.	.	109	0.1468
2	0	1	0	0	106	0.8294
1	1	0	1	1	131	0.5834
2	0	0	1	1	123	0.6512
1	0	0	1	0	127	0.9051
1	1	0	1	1	126	0.3517
2	.	1	.	.	126	1.8015
1	1	0	1	1	101	0.6426
2	0	0	1	0	123	0.8168
1	0	0	1	1	131	1.0916
2	1	1	1	0	126	0.4199
2	1	1	1	1	122	0.5973
2	0	1	1	1	129	0.8486
2	0	0	1	1	101	0.8394
1	1	0	0	1	106	0.4243
