2	0	0	3	0	.	.	1	103	1.3335
2	2	2	2	0	1	2	3	120	0.7486
1	2	2	2	.	1	2	2	108	0.3008
2	0	3	1	0	0	3	3	115	0.6031
2	0	0	1	0	1	2	0	119	0.8115
1	0	2	0	1	2	0	3	106	0.3478
1	0	0	2	2	2	2	0	110	1.2043
2	2	2	0	2	3	0	3	127	0.4269
1	1	1	3	2	1	0	2	121	0.8575
1	1	1	1	2	2	1	3	101	0.7
2	1	0	1	1	2	1	2	106	0.9713
2	2	1	3	3	3	3	3	114	0.947
2	3	3	.	.	.	1	1	113	0
2	1	1	2	3	2	2	2	110	1.0347
2	0	1	1	0	1	1	3	116	1.5397
1	0	1	1	1	1	0	3	123	0.9601
.	1	3	0	1	3	1	2	109	0.2254
1	1	1	2	0	2	2	3	115	0.3029
2	1	0	1	1	2	1	1	127	0.5008
1	2	3	3	2	2	3	3	107	0
2	.	.	0	0	.	.	2	101	1.8227
1	0	1	2	1	1	0	3	119	0.2579
1	2	0	1	1	3	3	0	131	0.666
1	1	2	0	1	0	1	0	129	0.5224
2	2	0	2	1	1	3	2	105	1.3356
2	.	2	2	2	3	3	0	122	0.4238
1	2	2	2	2	2	2	3	121	0.2316
.	1	1	3	3	3	3	3	106	0
2	3	2	1	1	3	2	3	119	0.5075
.	0	3	0	.	3	2	2	121	0
2	1	1	1	1	1	2	0	110	0.5673
1	3	.	3	.	3	3	2	129	1.1843
2	1	2	2	2	2	1	3	112	0.6207
1	1	1	0	1	0	3	3	106	1.0968
2	1	1	3	.	3	.	3	121	1.6213
2	1	2	0	2	1	1	2	131	0.3165
2	3	3	3	.	3	3	3	120	2.7627
2	2	1	0	3	0	2	3	119	0
1	.	2	.	1	.	.	2	113	4.3396
1	2	1	1	3	1	0	2	131	3.68
1	2	2	3	3	3	3	0	108	0
1	2	0	1	1	1	1	2	107	1.3836
1	1	3	1	2	1	1	2	131	0.1713
2	2	2	3	1	3	3	0	126	0.7273
2	.	0	1	2	.	1	0	113	0.8658
.	0	1	0	0	3	3	2	126	2.0237
2	0	1	0	2	2	1	3	118	0.2099
1	.	.	1	.	.	.	1	132	1.658
2	1	1	2	2	1	2	2	124	1.2323
1	0	2	1	2	1	3	3	124	0
1	3	3	2	1	1	2	3	118	0.1921
1	.	2	1	2	1	2	3	122	0.7576
.	1	0	1	1	1	.	1	109	0
1	3	1	1	3	2	0	2	119	1.1033
1	3	1	3	2	1	2	1	118	0.7723
1	3	3	3	3	3	2	3	126	1.3239
1	2	1	1	2	2	1	0	117	0.4815
1	1	1	1	1	0	1	0	123	1.8545
2	0	3	3	1	0	3	3	115	1.3092
2	0	1	0	1	0	2	1	119	1.4371
2	2	1	2	1	1	3	.	118	0.276
1	0	0	2	2	2	.	2	119	1.3039
2	2	1	1	1	2	3	2	126	0.3135
1	1	2	2	2	0	0	3	110	0.6408
1	0	1	0	1	2	0	0	129	2.3279
2	1	1	1	2	2	2	3	116	0.1942
1	0	.	3	3	2	0	3	107	2.6568
2	2	1	0	1	3	3	0	105	1.0416
1	1	2	1	1	2	2	2	131	1.0313
2	2	3	3	3	3	3	3	120	0.3565
2	0	2	2	.	2	0	0	113	0.9089
1	0	1	0	1	0	1	2	121	0
1	1	2	2	0	1	.	3	104	1.64
.	3	2	2	0	1	2	0	124	0.8537
1	1	2	1	1	1	0	3	120	0.8008
1	1	1	1	2	1	1	3	107	0.9481
1	0	1	2	1	1	0	0	119	0.2573
1	1	0	0	0	0	0	0	133	0
1	3	0	3	3	3	.	0	118	0.1886
1	.	.	3	.	.	3	0	113	1.2656
.	.	0	0	0	0	1	0	122	0.3697
2	1	2	2	1	2	3	3	126	1.2175
.	1	0	2	1	0	1	2	113	0
2	3	.	3	3	3	3	3	129	0.3776
1	0	2	3	2	3	0	3	112	0.4629
1	0	0	0	0	0	0	3	117	1.202
1	0	.	1	0	0	1	1	107	0
1	0	3	3	1	0	.	2	119	1.5555
1	3	3	3	3	2	1	0	124	0
1	3	3	3	3	3	2	3	124	0.9623
1	2	1	2	3	1	3	3	106	0.4587
2	.	1	3	1	.	3	0	125	0.2991
1	.	.	1	.	0	.	2	131	1.7748
2	1	1	1	1	0	3	2	122	0.5333
1	0	2	2	1	0	1	3	124	1.0565
1	1	.	1	1	.	0	1	109	1.2573
2	0	1	1	2	3	2	0	101	1.9044
1	1	2	1	1	2	0	3	117	0
2	2	3	2	1	3	3	.	130	0.5061
1	3	3	0	3	.	3	0	109	1.5462
2	1	0	.	.	.	.	0	121	0.8626
.	2	1	0	3	0	3	3	104	0
2	1	1	0	0	0	1	2	131	0.3387
2	0	1	1	1	2	2	0	123	0
1	1	.	1	2	1	1	1	126	0.8668
.	2	0	1	2	1	2	3	124	1.0652
1	1	1	0	1	.	1	3	110	0
2	.	1	.	3	.	3	2	125	0.7246
2	1	1	0	0	0	0	2	112	0
.	1	2	2	1	.	.	3	125	0.447
2	1	2	1	1	2	3	1	122	0.3476
2	0	.	.	0	0	1	3	121	0.5472
2	0	0	2	2	0	3	0	117	1.0022
1	0	0	3	1	2	1	3	132	1.4334
.	0	1	2	.	.	1	.	110	0.7245
1	3	2	3	3	2	2	3	107	0.4163
1	.	3	0	3	3	3	3	106	0.4807
2	1	1	1	2	2	2	3	118	0.7643
.	1	.	3	1	0	.	0	110	0.5666
1	.	2	1	.	.	3	0	109	0.139
2	2	.	3	2	1	2	2	125	0.6642
2	1	2	1	1	2	3	2	121	2.0413
1	.	2	.	0	1	2	3	123	1.026
2	1	2	2	3	2	3	3	119	2.5263
2	2	1	3	.	.	3	2	101	0.7282
2	.	0	3	.	.	3	2	108	0.3598
1	0	2	3	2	3	1	3	125	0.5899
1	1	2	2	0	1	2	1	126	1.4935
.	0	0	1	1	0	0	0	108	0.7509
1	2	1	1	2	1	2	3	123	0.6113
2	0	1	1	0	1	2	1	115	0.4647
1	2	2	2	2	1	1	2	110	0.4632
2	0	0	2	0	0	1	0	124	1.7284
2	1	1	2	1	1	2	0	110	0.3877
2	2	3	3	0	2	.	2	124	1.6633
1	2	1	2	2	1	0	3	113	1.8186
2	1	0	1	2	1	0	2	104	0
1	.	.	2	.	3	.	2	111	2.2337
1	1	2	1	2	1	0	3	118	0
2	.	2	1	0	3	2	3	112	1.5457
2	.	.	0	0	2	2	0	106	0.5748
2	.	.	3	.	.	.	.	108	0.7509
2	.	1	1	3	3	3	3	121	2.9565
2	2	.	2	2	.	.	0	121	1.4457
2	1	0	0	1	2	3	0	112	0.5566
1	1	2	1	3	3	3	3	119	1.4181
1	0	1	1	2	1	0	0	112	3.9394
2	.	0	0	0	1	.	2	111	0.5047
2	1	0	2	3	2	2	1	132	0.7492
2	1	1	3	1	1	3	3	129	4.7913
.	1	2	0	1	0	1	1	120	1.9715
1	3	3	1	1	1	0	2	101	2.7473
2	2	1	0	1	1	0	2	125	0.2736
1	1	0	2	0	1	0	0	110	0.5994
.	3	.	.	3	3	.	2	133	0.2804
1	1	1	3	0	0	1	2	123	0
1	3	0	3	3	0	3	2	118	0.6415
1	1	0	2	3	2	0	1	107	0.5077
2	.	.	3	0	.	0	0	118	0.3304
1	1	2	0	2	2	3	2	109	0.7686
2	3	3	0	1	1	0	0	116	0.597
.	0	1	2	1	2	2	3	121	0.4182
1	.	1	1	.	3	2	2	126	0
1	1	3	3	1	0	1	3	122	0.3452
2	1	1	1	1	1	1	3	116	0
1	0	2	1	1	.	1	3	120	1.1584
1	0	1	2	2	1	2	2	108	0.5432
1	0	1	1	1	1	1	1	129	0.3766
2	1	2	0	1	0	3	0	120	0.7667
2	1	1	2	2	1	1	0	105	0
2	1	1	2	1	3	.	3	104	1.5904
2	1	.	0	3	3	2	3	101	1.8993
2	3	0	3	2	0	3	0	114	0.7377
2	0	1	2	0	1	0	1	112	0.4804
2	2	0	0	0	0	1	2	107	1.1713
1	1	2	0	2	1	0	2	121	0.9317
1	1	2	2	2	2	2	3	132	1.4959
1	0	3	0	2	0	1	3	110	0.2684
1	2	1	3	2	2	0	3	124	0.6501
2	.	1	1	2	2	3	2	113	1.2447
2	1	2	1	2	1	1	1	129	0
1	0	1	1	1	1	1	2	113	0.344
2	.	.	.	0	0	0	0	125	0.305
2	3	.	3	3	0	.	1	119	1.4267
2	1	0	1	1	.	.	2	125	0.4993
2	1	2	1	3	1	2	0	107	0.5618
2	0	1	1	0	0	3	0	114	0.6643
2	1	1	0	1	0	2	0	126	1.5282
1	0	0	0	1	0	0	2	103	1.2721
.	3	3	3	3	3	3	0	133	0.3827
2	0	1	3	3	2	3	0	125	0.6709
.	0	1	0	2	3	1	3	115	0
.	.	2	1	1	0	1	0	123	1.1477
2	1	0	1	1	2	3	1	123	0.4101
1	3	0	3	2	3	.	3	121	0.7601
1	2	1	3	2	2	1	3	117	0.8848
2	.	.	.	.	.	.	0	116	0
1	3	1	3	1	1	3	3	124	0.6111
2	.	2	3	3	3	2	0	116	1.7856
2	1	.	1	2	2	1	0	106	0.7739
2	3	0	.	.	.	.	.	118	0.0885
1	2	1	1	2	2	2	0	126	0.3724
2	0	1	2	1	1	2	2	115	0
2	1	1	0	1	1	1	1	126	0.957
1	1	2	2	2	0	1	.	123	1.7892
1	3	2	3	2	3	1	3	107	0.774
1	0	2	1	0	1	3	0	104	0
1	0	2	3	3	3	3	3	105	0.6269
2	0	1	2	0	2	3	2	133	0.872
1	0	2	0	0	0	3	.	121	2.8654
2	1	1	1	3	3	3	0	132	1.2928
2	0	.	0	3	2	2	3	119	0
1	1	1	1	1	1	3	2	107	0.7048
2	1	1	2	3	3	3	0	114	1.628
1	3	1	3	2	0	1	3	123	0
.	1	0	2	1	1	0	3	112	0.5475
2	0	1	0	1	1	2	3	110	0.3128
.	2	3	2	1	1	1	3	118	1.2761
2	1	1	1	1	0	0	1	112	0.2691
2	0	1	3	2	.	3	3	116	0.2479
1	3	2	3	3	3	2	3	117	0.7684
2	1	1	1	1	1	1	1	113	0.7931
2	.	.	3	.	.	.	0	112	1.7767
1	0	1	0	1	0	0	2	114	0.8757
2	.	.	.	.	3	.	1	116	1.7683
2	1	0	1	0	1	1	3	129	0.5163
2	3	1	3	2	2	3	3	129	1.2041
1	1	2	1	0	1	1	2	129	0.4743
2	3	1	3	0	1	2	2	117	0.6315
1	0	3	2	2	2	1	3	123	1.0084
2	1	1	.	1	1	2	2	121	0.8654
1	2	2	3	3	2	0	0	126	2.7617
2	1	3	0	1	0	2	0	120	0.6152
2	1	1	1	0	0	1	0	103	1.1292
1	0	1	1	1	1	0	0	126	1.1571
2	2	3	0	3	3	3	3	119	0.8204
2	1	2	1	1	1	2	2	114	1.0273
1	3	1	2	2	2	1	3	120	0.3753
1	0	3	1	2	.	3	0	116	0.2601
1	2	1	0	0	1	1	3	132	1.2026
1	2	1	1	1	1	2	2	104	0.3545
1	3	3	2	2	2	0	2	131	0.764
1	1	3	1	3	3	1	.	113	3.7111
2	1	0	3	2	1	3	3	133	1.0738
2	1	2	1	1	0	1	0	116	0.3084
1	1	3	2	0	2	1	0	122	0.8267
2	3	.	.	3	3	3	3	121	0.362
1	0	2	3	3	3	2	3	119	0.7355
1	.	1	0	1	2	.	0	132	0.5829
1	.	1	.	1	2	0	0	104	0.3198
1	2	1	3	2	2	2	3	104	1.34
2	1	2	1	1	1	3	0	132	1.4967
2	1	0	3	0	.	.	0	110	1.531
1	0	3	1	3	0	1	3	108	0.5679
1	2	3	1	1	2	.	0	118	0.7999
2	1	1	1	0	1	3	3	126	0.4803
2	3	1	1	1	0	2	2	132	1.9848
2	2	1	1	2	1	3	1	117	0.2724
1	1	1	0	1	1	1	3	106	1.6903
2	0	0	0	0	0	1	0	104	0.2977
2	3	3	1	3	1	0	3	132	2.2643
.	3	2	0	0	.	.	2	132	0.4477
1	.	.	.	.	3	3	0	113	2.1045
1	2	2	3	.	2	.	0	131	0.788
2	1	1	1	2	2	.	2	108	0.707
2	1	1	2	0	2	2	3	129	0
2	0	3	1	0	1	0	3	113	0.9064
2	1	0	0	2	2	2	0	103	0.8382
1	0	2	3	3	1	.	0	124	1.4589
2	.	.	0	0	.	0	0	132	0.814
.	3	2	3	3	0	.	2	129	0.3874
1	0	1	0	1	2	0	2	123	1.1923
2	0	.	1	0	3	1	0	106	0.909
1	3	3	2	3	3	3	0	123	0
2	1	2	.	3	3	3	3	104	1.9101
2	1	0	1	1	0	.	3	103	0
2	1	1	0	0	3	0	3	124	0.9785
1	1	1	2	2	2	1	0	119	0.5547
2	0	0	1	0	1	1	0	113	0.8292
2	2	0	0	0	1	2	3	123	0.2853
1	1	1	1	1	1	0	0	128	0
1	3	3	3	2	2	3	0	131	0.9821
2	1	2	1	1	3	2	3	123	0
1	2	3	1	2	3	0	3	126	0.5811
1	1	3	2	3	1	2	3	131	0.3161
1	3	2	2	2	3	0	3	117	0
1	0	.	2	.	2	0	0	118	1.2459
1	2	1	1	1	2	1	2	115	0.6138
1	0	1	3	0	3	0	3	107	0.9017
1	0	0	0	1	1	1	3	130	1.248
1	1	2	2	2	3	.	3	118	0.7712
.	1	0	.	.	2	2	.	110	1.0202
2	.	1	2	1	0	1	2	127	0.2198
1	1	1	.	1	0	1	0	126	0.6572
1	2	1	2	1	1	1	2	101	1.8553
1	2	1	0	1	0	2	2	116	0.3942
2	.	.	1	1	3	1	2	110	1.8014
2	.	0	1	.	1	1	0	105	1.449
1	1	1	3	3	3	1	.	132	0.5243
2	.	.	3	3	.	3	3	125	0.4412
2	3	1	3	2	2	3	3	129	1.0008
2	3	0	0	0	0	0	0	103	1.443
1	1	1	3	3	3	1	3	108	0.5164
2	0	2	.	2	.	.	0	103	1.2825
1	.	3	0	2	1	1	2	126	0.4093
1	1	2	3	3	2	.	3	124	0.3446
1	1	0	.	1	2	1	3	126	1.3625
2	1	3	0	3	0	3	3	104	0
.	2	.	0	3	3	3	0	131	1.5506
2	0	1	3	3	3	3	3	122	0
2	.	1	1	.	.	.	3	116	0
1	2	1	1	0	3	2	.	129	0.9203
1	1	2	2	1	0	1	0	103	0.9774
1	1	2	3	2	.	0	3	122	0.7515
2	3	2	3	3	3	1	2	132	2.0961
2	0	2	2	2	3	.	3	106	0
1	.	3	3	3	3	1	3	121	0
1	1	1	1	2	1	1	0	114	0.3152
1	0	2	1	1	0	0	0	106	0.7529
.	2	1	2	3	3	.	0	133	1.7251
2	0	0	1	1	.	2	2	128	0
1	0	1	1	3	0	0	1	120	0.4644
1	3	.	3	2	.	.	3	126	1.2377
1	2	1	3	1	.	1	0	112	0.769
2	1	0	1	1	0	1	0	109	0.7686
.	0	0	.	0	3	0	3	132	0.3088
2	0	0	.	2	2	1	2	107	0.8245
1	1	3	0	1	1	2	3	116	1.3864
1	1	2	0	2	1	0	3	109	1.7889
2	0	0	0	.	0	3	1	101	1.5226
2	0	3	.	0	0	2	0	103	0.7876
1	3	0	1	2	2	0	3	131	0
.	0	2	0	1	2	1	3	112	0.2752
1	0	2	.	0	3	.	3	117	0.3695
1	1	.	2	2	3	1	3	108	0
1	2	3	3	2	1	2	3	121	0.9334
2	3	3	3	3	2	3	3	106	0.5028
2	1	0	1	0	3	3	3	115	1.4337
2	.	.	.	.	1	.	0	121	2.0743
1	1	2	2	1	2	3	3	103	2.8084
1	0	3	1	2	1	2	3	127	0.297
1	3	2	2	3	3	3	3	127	0
.	1	2	1	2	1	3	3	121	0.3247
2	0	0	0	0	0	0	2	131	1.1931
2	1	0	1	.	1	1	3	119	0.5579
.	3	3	1	2	0	3	2	130	0.4028
1	0	1	2	1	1	0	2	126	0.9881
.	1	1	1	1	1	2	2	129	1.315
.	0	2	3	3	3	2	3	128	0
.	.	.	1	.	2	.	0	131	5.2003
1	3	0	3	3	3	2	3	107	0.4308
2	2	.	3	3	2	.	0	108	0.6192
1	1	0	1	1	2	1	3	101	1.3265
2	2	2	0	0	2	3	3	104	1.6915
.	0	.	0	1	3	3	0	127	0.241
1	2	1	1	2	2	1	3	120	0.4138
1	2	2	2	2	1	1	3	129	0.2553
2	1	1	3	1	3	1	2	101	0.4687
.	1	1	2	0	1	2	3	110	0.3523
1	2	1	1	0	0	1	3	114	0.7212
1	0	1	0	1	0	0	0	123	0.6512
.	0	2	0	1	0	1	0	125	0.4144
1	0	1	2	1	2	1	3	112	0.4683
2	2	1	3	2	2	2	2	109	0.4149
1	1	2	2	3	3	1	3	118	0.2505
.	0	0	0	0	0	0	0	108	0
1	3	2	3	3	3	1	3	125	0.6305
1	3	3	2	3	3	0	3	115	1.4246
1	3	1	3	3	.	0	0	121	0
2	2	2	0	2	0	1	2	132	0.8903
1	.	2	3	2	0	.	3	126	1.5135
.	2	3	0	.	.	2	0	113	3.2993
2	1	1	2	1	2	2	3	120	0.5841
1	1	0	0	2	3	0	3	123	0.9717
1	.	3	3	.	2	.	0	117	1.6801
1	0	2	1	1	1	1	2	131	0.3593
2	1	1	2	1	1	3	0	109	0.8944
1	3	1	0	0	3	3	3	133	0.519
1	1	2	2	2	3	1	0	132	2.0077
1	3	3	3	3	3	3	3	118	0.2231
1	3	3	3	2	0	1	1	111	0.6604
1	2	3	3	3	3	3	3	127	1.8478
2	0	3	3	2	2	2	3	121	0.2882
2	0	2	.	1	3	2	3	110	0.4286
.	3	3	3	3	0	3	0	132	1.0668
1	.	.	2	.	0	.	2	121	0.9425
1	3	1	3	3	3	.	3	119	0.585
2	1	0	.	3	2	2	0	113	0.9809
2	3	0	3	1	1	3	0	112	0.6575
2	1	0	3	1	3	1	2	118	0.9074
.	3	1	0	2	2	3	3	133	0.4579
1	.	1	0	1	1	1	0	104	0.8669
.	.	.	1	2	2	2	3	121	1.8187
1	2	1	1	0	3	.	3	123	0.6868
1	0	3	3	3	2	.	3	132	1.1547
1	1	1	2	2	1	0	3	108	1.0633
2	1	.	0	.	0	.	2	111	1.5172
2	1	0	0	2	1	1	1	112	0.9399
.	3	.	0	0	.	3	0	114	0.5248
1	0	0	.	2	2	3	3	104	0.7523
1	2	2	3	3	3	3	0	108	0.3216
2	0	0	2	0	1	2	0	107	0.9481
2	2	1	2	3	0	0	0	101	0.5309
1	2	0	1	3	0	1	0	124	0.645
1	1	1	0	1	0	1	2	106	0.3
1	2	2	3	2	.	2	3	126	1.633
1	1	1	2	1	2	1	2	117	1.1444
1	3	1	3	1	3	2	3	127	0.3378
1	0	3	3	2	3	0	3	123	0.3508
2	0	2	2	1	2	2	3	123	1.0618
2	0	2	1	0	2	0	0	112	0.5256
.	1	1	0	0	1	2	0	120	0.4005
2	1	0	3	0	0	3	3	106	0.8146
1	0	1	0	0	0	.	0	121	0.5316
2	0	0	.	0	0	0	3	114	0.8121
2	0	2	1	1	.	0	2	104	0.9551
2	0	0	1	2	0	2	2	113	0.846
2	2	2	2	3	1	0	3	125	0.8799
2	3	1	0	2	2	1	0	105	2.0566
2	.	2	3	3	0	3	3	127	0.7233
2	1	0	1	1	3	2	0	109	0.6498
.	3	3	3	3	2	0	2	116	0.2738
2	0	1	0	1	2	2	0	113	0.7953
2	2	3	2	2	2	3	1	111	0.7992
1	1	1	1	1	1	1	0	124	1.9762
1	3	1	2	2	3	3	2	108	1.7213
2	2	2	2	2	1	3	3	114	1.2828
1	1	2	.	1	1	1	3	127	0.6259
2	2	0	1	1	1	3	2	123	0.6878
1	0	1	0	2	.	.	1	109	0
1	0	3	1	0	0	3	0	132	2.3366
1	0	0	1	0	0	0	3	117	1.0022
2	1	.	3	1	1	3	0	123	0.624
.	.	1	3	0	.	.	3	121	0.8035
2	2	.	3	2	.	3	0	132	0
2	3	0	3	0	0	3	3	116	1.7644
1	2	2	1	2	1	3	3	129	0.9239
2	.	2	3	3	3	3	2	115	0.8721
2	.	0	3	0	0	2	2	118	0.7826
1	.	0	1	.	1	0	2	112	0.9895
1	3	.	2	1	1	2	0	110	1.0318
2	.	.	1	0	0	.	.	114	1.9665
1	0	1	3	0	3	0	2	132	0.99
2	0	1	1	0	3	1	3	124	0
.	1	0	3	0	3	3	1	123	0.6868
1	2	1	3	3	3	2	2	123	1.1436
1	1	1	0	1	2	2	3	113	2.1723
2	3	3	3	2	.	3	1	127	2.7986
2	1	.	.	2	1	.	0	122	0.8194
2	1	.	2	1	0	1	1	106	0
2	.	3	3	3	2	.	3	107	0.2633
1	3	3	3	3	3	3	2	112	0.5634
1	1	1	1	1	2	1	0	123	0.6971
2	.	0	3	2	3	2	2	125	0.9084
1	3	1	2	.	1	2	2	112	0.9332
2	.	0	3	2	2	1	0	116	0.4336
2	2	0	2	1	2	3	0	108	0.5248
2	2	.	3	1	.	1	0	126	2.938
1	0	0	1	2	1	3	3	104	0.267
2	1	2	2	.	0	3	3	127	0.307
1	2	2	3	3	3	3	3	103	0.3271
2	0	.	3	3	3	.	3	133	0.4231
1	0	1	3	1	2	0	0	107	1.4324
1	1	3	0	3	3	1	3	117	1.071
2	1	.	1	1	0	.	2	110	0.9361
1	.	0	3	.	3	0	0	109	0.8023
1	0	0	1	1	2	0	0	123	0.7976
1	.	.	.	.	.	.	0	129	0.571
1	1	3	2	3	3	.	3	117	0.5717
2	1	0	1	0	2	1	3	107	0.5216
