         *      2.000      2.000          *          *          *      2.000      1.475      0.483      0.641 1 130
     2.000      0.000      1.000      1.000      0.000      2.000      0.000      0.873      0.334      0.556 1 131
     0.000          *          *          *      0.000          *      2.000      0.627      0.431      1.202 1 116
     2.000      3.000      3.000      1.000      1.000      3.000      1.000      1.590      0.334      0.677 1 125
     2.000      2.000      2.000      0.000      3.000      1.000      2.000      1.355      0.334      1.589 1 118
     1.000      2.000      0.000      0.000      1.000      0.000      0.000      0.550      0.334      1.735 1 106
     0.000      1.000      0.000      1.000      0.000      0.000      2.000      0.440      0.334      0.478 1 110
     1.000      2.000      3.000      1.000      1.000      3.000      2.000      1.394      0.334      1.879 1 101
     0.000      0.000      0.000      0.000      0.000      1.000      3.000      0.322      0.334      1.104 1 115
     3.000      3.000      3.000      2.000      1.000      3.000      1.000      1.915      0.334      1.255 1 108
     0.000      2.000      3.000      0.000      0.000      3.000      0.000      0.858      0.334      0.965 1 131
     2.000      2.000      3.000      3.000          *      2.000      3.000      2.008      0.358      0.000 1 131
     1.000      1.000          *      2.000      3.000          *      2.000      1.546      0.367      0.505 1 125
     1.000      1.000      2.000      0.000      3.000      2.000      3.000      1.243      0.334      0.936 1 126
         *      1.000      0.000      1.000      0.000      3.000      2.000      0.825      0.365      0.445 1 119
     2.000      3.000      3.000      0.000      3.000      0.000      3.000      1.508      0.334      0.770 1 126
     0.000      0.000      3.000      0.000          *          *      1.000      0.754      0.370      1.529 1 103
     2.000      2.000      2.000      0.000      1.000      2.000      3.000      1.234      0.334      0.858 1 120
     0.000      3.000      1.000      0.000      0.000      3.000      3.000      0.841      0.334      0.692 1 115
     0.000      0.000      1.000      0.000      1.000      2.000      0.000      0.512      0.334      0.931 1 119
     2.000      2.000      0.000      2.000      3.000      0.000      3.000      1.419      0.334      0.490 1 127
     1.000      0.000      1.000      1.000      2.000      1.000      2.000      0.965      0.334      1.114 1 106
     2.000      1.000      3.000      3.000      3.000      3.000      3.000      2.097      0.334      1.086 1 114
     3.000      3.000          *          *          *      1.000      1.000      1.776      0.437      0.000 1 113
     1.000      1.000      2.000      3.000      2.000      2.000      2.000      1.574      0.334      1.187 1 110
     0.000      1.000      1.000      0.000      1.000      1.000      3.000      0.639      0.334      1.766 1 116
     1.000      0.000      1.000      1.000      2.000      1.000      1.000      0.921      0.334      0.574 1 127
         *          *      0.000      0.000          *          *      2.000      0.587      0.430      2.090 1 101
     2.000      0.000      2.000      1.000      1.000      3.000      2.000      1.281      0.334      1.532 1 105
         *      2.000      2.000      2.000      3.000      3.000      0.000      1.725      0.365      0.486 1 122
     3.000      2.000      1.000      1.000      3.000      2.000      3.000      1.693      0.334      0.582 1 119
     1.000      1.000      1.000      1.000      1.000      2.000      0.000      0.917      0.334      0.651 1 110
     1.000      2.000      2.000      2.000      2.000      1.000      3.000      1.447      0.334      0.712 1 112
     1.000      1.000      3.000          *      3.000          *      3.000      1.674      0.382      1.859 1 121
     1.000      2.000      0.000      2.000      1.000      1.000      2.000      1.052      0.334      0.363 1 131
     3.000      3.000      3.000          *      3.000      3.000      3.000      2.330      0.369      3.168 1 120
     2.000      1.000      0.000      3.000      0.000      2.000      3.000      1.301      0.334      0.000 1 119
     2.000      2.000      3.000      1.000      3.000      3.000      0.000      1.714      0.334      0.834 1 126
         *      0.000      1.000      2.000          *      1.000      0.000      0.940      0.396      0.993 1 113
     0.000      1.000      0.000      2.000      2.000      1.000      3.000      0.981      0.334      0.241 1 118
     1.000      1.000      2.000      2.000      1.000      2.000      2.000      1.284      0.334      1.413 1 124
     0.000      3.000      3.000      1.000      0.000      3.000      3.000      1.234      0.334      1.501 1 115
     0.000      1.000      0.000      1.000      0.000      2.000      1.000      0.563      0.334      1.648 1 119
     2.000      1.000      2.000      1.000      1.000      3.000          *      1.337      0.339      0.317 1 118
     2.000      1.000      1.000      1.000      2.000      3.000      2.000      1.370      0.334      0.360 1 126
     1.000      1.000      1.000      2.000      2.000      2.000      3.000      1.337      0.334      0.223 1 116
     2.000      1.000      0.000      1.000      3.000      3.000      0.000      1.293      0.334      1.194 1 105
     2.000      3.000      3.000      3.000      3.000      3.000      3.000      2.256      0.334      0.409 1 120
     0.000      2.000      2.000          *      2.000      0.000      0.000      0.901      0.369      1.042 1 113
     1.000      2.000      2.000      1.000      2.000      3.000      3.000      1.448      0.334      1.396 1 126
     3.000          *      3.000      3.000      3.000      3.000      3.000      2.333      0.343      0.433 1 129
         *      1.000      3.000      1.000          *      3.000      0.000      1.371      0.396      0.343 1 125
     1.000      1.000      1.000      1.000      0.000      3.000      2.000      0.964      0.334      0.612 1 122
     0.000      1.000      1.000      2.000      3.000      2.000      0.000      1.171      0.334      2.184 1 101
     2.000      3.000      2.000      1.000      3.000      3.000          *      1.754      0.339      0.580 1 130
     1.000      0.000          *          *          *          *      0.000      0.847      0.460      0.989 1 121
     1.000      1.000      0.000      0.000      0.000      1.000      2.000      0.517      0.334      0.388 1 131
     0.000      1.000      1.000      1.000      2.000      2.000      0.000      0.881      0.334      0.000 1 123
         *      1.000          *      3.000          *      3.000      2.000      1.846      0.430      0.831 1 125
     1.000      1.000      0.000      0.000      0.000      0.000      2.000      0.434      0.334      0.000 1 112
     1.000      2.000      1.000      1.000      2.000      3.000      1.000      1.247      0.334      0.399 1 122
     0.000          *          *      0.000      0.000      1.000      3.000      0.494      0.365      0.628 1 121
     0.000      0.000      2.000      2.000      0.000      3.000      0.000      0.917      0.334      1.149 1 117
     1.000      1.000      1.000      2.000      2.000      2.000      3.000      1.337      0.334      0.876 1 118
     2.000          *      3.000      2.000      1.000      2.000      2.000      1.595      0.343      0.762 1 125
     1.000      2.000      1.000      1.000      2.000      3.000      2.000      1.290      0.334      2.341 1 121
     1.000      2.000      2.000      3.000      2.000      3.000      3.000      1.780      0.334      2.897 1 119
     2.000      1.000      3.000          *          *      3.000      2.000      1.746      0.401      0.835 1 101
         *      0.000      3.000          *          *      3.000      2.000      1.528      0.456      0.413 1 108
     0.000      1.000      1.000      0.000      1.000      2.000      1.000      0.635      0.334      0.533 1 115
     0.000      0.000      2.000      0.000      0.000      1.000      0.000      0.419      0.334      1.982 1 124
     1.000      1.000      2.000      1.000      1.000      2.000      0.000      1.031      0.334      0.445 1 110
     2.000      3.000      3.000      0.000      2.000          *      2.000      1.520      0.344      1.907 1 124
     1.000      0.000      1.000      2.000      1.000      0.000      2.000      0.924      0.334      0.000 1 104
         *      2.000      1.000      0.000      3.000      2.000      3.000      1.251      0.365      1.773 1 112
         *          *      0.000      0.000      2.000      2.000      0.000      0.709      0.376      0.659 1 106
         *          *      3.000          *          *          *          *      1.590      0.527      0.861 1 108
         *      1.000      1.000      3.000      3.000      3.000      3.000      1.848      0.365      3.390 1 121
     2.000          *      2.000      2.000          *          *      0.000      1.497      0.383      1.658 1 121
     1.000      0.000      0.000      1.000      2.000      3.000      0.000      0.930      0.334      0.638 1 112
         *      0.000      0.000      0.000      1.000          *      2.000      0.527      0.378      0.579 1 111
     1.000      0.000      2.000      3.000      2.000      2.000      1.000      1.450      0.334      0.859 1 132
     1.000      1.000      3.000      1.000      1.000      3.000      3.000      1.358      0.334      5.495 1 129
     2.000      1.000      0.000      1.000      1.000      0.000      2.000      0.883      0.334      0.314 1 125
         *          *      3.000      0.000          *      0.000      0.000      0.782      0.411      0.379 1 118
     3.000      3.000      0.000      1.000      1.000      0.000      0.000      1.114      0.334      0.685 1 116
     1.000      1.000      1.000      1.000      1.000      1.000      3.000      0.964      0.334      0.000 1 116
     1.000      2.000      0.000      1.000      0.000      3.000      0.000      0.842      0.334      0.879 1 120
     1.000      1.000      2.000      2.000      1.000      1.000      0.000      1.113      0.334      0.000 1 105
     1.000      1.000      2.000      1.000      3.000          *      3.000      1.415      0.344      1.824 1 104
     1.000          *      0.000      3.000      3.000      2.000      3.000      1.548      0.343      2.178 1 101
     3.000      0.000      3.000      2.000      0.000      3.000      0.000      1.509      0.334      0.846 1 114
     0.000      1.000      2.000      0.000      1.000      0.000      1.000      0.582      0.334      0.551 1 112
     2.000      0.000      0.000      0.000      0.000      1.000      2.000      0.597      0.334      1.343 1 107
         *      1.000      1.000      2.000      2.000      3.000      2.000      1.452      0.365      1.427 1 113
     1.000      2.000      1.000      2.000      1.000      1.000      1.000      1.123      0.334      0.000 1 129
         *          *          *      0.000      0.000      0.000      0.000      0.298      0.406      0.350 1 125
     3.000          *      3.000      3.000      0.000          *      1.000      1.791      0.354      1.636 1 119
     1.000      0.000      1.000      1.000          *          *      2.000      0.928      0.370      0.573 1 125
     1.000      2.000      1.000      3.000      1.000      2.000      0.000      1.328      0.334      0.644 1 107
     0.000      1.000      1.000      0.000      0.000      3.000      0.000      0.551      0.334      0.762 1 114
     1.000      1.000      0.000      1.000      0.000      2.000      0.000      0.679      0.334      1.753 1 126
     0.000      1.000      3.000      3.000      2.000      3.000      0.000      1.524      0.334      0.769 1 125
     1.000      0.000      1.000      1.000      2.000      3.000      1.000      1.088      0.334      0.470 1 123
         *          *          *          *          *          *      0.000      1.027      0.594      0.000 1 116
         *      2.000      3.000      3.000      3.000      2.000      0.000      1.959      0.365      2.048 1 116
     1.000          *      1.000      2.000      2.000      1.000      0.000      1.137      0.343      0.887 1 106
     3.000      0.000          *          *          *          *          *      1.584      0.472      0.101 1 118
     0.000      1.000      2.000      1.000      1.000      2.000      2.000      0.958      0.334      0.000 1 115
     1.000      1.000      0.000      1.000      1.000      1.000      1.000      0.763      0.334      1.097 1 126
     0.000      1.000      2.000      0.000      2.000      3.000      2.000      0.999      0.334      1.000 1 133
     1.000      1.000      1.000      3.000      3.000      3.000      0.000      1.580      0.334      1.483 1 132
     0.000          *      0.000      3.000      2.000      2.000      3.000      1.250      0.343      0.000 1 119
     1.000      1.000      2.000      3.000      3.000      3.000      0.000      1.693      0.334      1.867 1 114
     0.000      1.000      0.000      1.000      1.000      2.000      3.000      0.774      0.334      0.359 1 110
     1.000      1.000      1.000      1.000      0.000      0.000      1.000      0.670      0.334      0.309 1 112
     0.000      1.000      3.000      2.000          *      3.000      3.000      1.457      0.358      0.284 1 116
     1.000      1.000      1.000      1.000      1.000      1.000      1.000      0.877      0.334      0.910 1 113
         *          *      3.000          *          *          *      0.000      1.425      0.511      2.037 1 112
         *          *          *          *      3.000          *      1.000      1.598      0.502      2.028 1 116
     1.000      0.000      1.000      0.000      1.000      1.000      3.000      0.718      0.334      0.592 1 129
     3.000      1.000      3.000      2.000      2.000      3.000      3.000      1.967      0.334      1.381 1 129
     3.000      1.000      3.000      0.000      1.000      2.000      2.000      1.384      0.334      0.724 1 117
     1.000      1.000          *      1.000      1.000      2.000      2.000      1.065      0.355      0.992 1 121
     1.000      3.000      0.000      1.000      0.000      2.000      0.000      0.838      0.334      0.706 1 120
     1.000      1.000      1.000      0.000      0.000      1.000      0.000      0.544      0.334      1.295 1 103
     2.000      3.000      0.000      3.000      3.000      3.000      3.000      1.915      0.334      0.941 1 119
     1.000      2.000      1.000      1.000      1.000      2.000      2.000      1.083      0.334      1.178 1 114
     1.000      0.000      3.000      2.000      1.000      3.000      3.000      1.445      0.334      1.231 1 133
     1.000      2.000      1.000      1.000      0.000      1.000      0.000      0.789      0.334      0.354 1 116
     3.000          *          *      3.000      3.000      3.000      3.000      2.302      0.365      0.415 1 121
     1.000      2.000      1.000      1.000      1.000      3.000      0.000      1.080      0.334      1.716 1 132
     1.000      0.000      3.000      0.000          *          *      0.000      0.896      0.370      1.756 1 110
     1.000      1.000      1.000      0.000      1.000      3.000      3.000      0.965      0.334      0.551 1 126
     3.000      1.000      1.000      1.000      0.000      2.000      2.000      1.199      0.334      2.276 1 132
     2.000      1.000      1.000      2.000      1.000      3.000      1.000      1.369      0.334      0.312 1 117
     0.000      0.000      0.000      0.000      0.000      1.000      0.000      0.191      0.334      0.341 1 104
     3.000      3.000      1.000      3.000      1.000      0.000      3.000      1.691      0.334      2.597 1 132
     1.000      1.000      1.000      2.000      2.000          *      2.000      1.293      0.344      0.811 1 108
     1.000      1.000      2.000      0.000      2.000      2.000      3.000      1.119      0.334      0.000 1 129
     0.000      3.000      1.000      0.000      1.000      0.000      3.000      0.714      0.334      1.039 1 113
     1.000      0.000      0.000      2.000      2.000      2.000      0.000      1.013      0.334      0.961 1 103
         *          *      0.000      0.000          *      0.000      0.000      0.266      0.411      0.933 1 132
     0.000          *      1.000      0.000      3.000      1.000      0.000      0.749      0.343      1.042 1 106
     1.000      2.000          *      3.000      3.000      3.000      3.000      1.949      0.355      2.190 1 104
     1.000      0.000      1.000      1.000      0.000          *      3.000      0.816      0.344      0.000 1 103
     1.000      1.000      0.000      0.000      3.000      0.000      3.000      0.848      0.334      1.122 1 124
     0.000      0.000      1.000      0.000      1.000      1.000      0.000      0.428      0.334      0.951 1 113
     2.000      0.000      0.000      0.000      1.000      2.000      3.000      0.847      0.334      0.327 1 123
     1.000      2.000      1.000      1.000      3.000      2.000      3.000      1.374      0.334      0.000 1 123
         *      1.000      2.000      1.000      0.000      1.000      2.000      0.897      0.365      0.252 1 127
         *          *      1.000      1.000      3.000      1.000      2.000      1.225      0.376      2.066 1 110
         *      0.000      1.000          *      1.000      1.000      0.000      0.650      0.410      1.662 1 105
         *          *      3.000      3.000          *      3.000      3.000      2.109      0.411      0.506 1 125
     3.000      1.000      3.000      2.000      2.000      3.000      3.000      1.967      0.334      1.148 1 129
     3.000      0.000      0.000      0.000      0.000      0.000      0.000      0.586      0.334      1.655 1 103
     0.000      2.000          *      2.000          *          *      0.000      1.105      0.398      1.471 1 103
     1.000      3.000      0.000      3.000      0.000      3.000      3.000      1.384      0.334      0.000 1 104
     0.000      1.000      3.000      3.000      3.000      3.000      3.000      1.779      0.334      0.000 1 122
         *      1.000      1.000          *          *          *      3.000      1.163      0.483      0.000 1 116
     3.000      2.000      3.000      3.000      3.000      1.000      2.000      2.126      0.334      2.404 1 132
     0.000      2.000      2.000      2.000      3.000          *      3.000      1.507      0.344      0.000 1 106
     0.000      0.000      1.000      1.000          *      2.000      2.000      0.770      0.358      0.000 1 128
     1.000      0.000      1.000      1.000      0.000      1.000      0.000      0.630      0.334      0.881 1 109
     0.000      0.000          *      2.000      2.000      1.000      2.000      1.029      0.355      0.946 1 107
     0.000      0.000      0.000          *      0.000      3.000      1.000      0.487      0.369      1.746 1 101
     0.000      3.000          *      0.000      0.000      2.000      0.000      0.641      0.355      0.903 1 103
     3.000      3.000      3.000      3.000      2.000      3.000      3.000      2.292      0.334      0.577 1 106
     1.000      0.000      1.000      0.000      3.000      3.000      3.000      1.133      0.334      1.644 1 115
         *          *          *          *      1.000          *      0.000      0.942      0.502      2.379 1 121
     0.000      0.000      0.000      0.000      0.000      0.000      2.000      0.195      0.334      1.368 1 131
     1.000      0.000      1.000          *      1.000      1.000      3.000      0.873      0.369      0.640 1 119
     2.000          *      3.000      3.000      2.000          *      0.000      1.841      0.354      0.710 1 108
     2.000      2.000      0.000      0.000      2.000      3.000      3.000      1.213      0.334      1.940 1 104
     1.000      1.000      3.000      1.000      3.000      1.000      2.000      1.396      0.334      0.537 1 101
     2.000      1.000      3.000      2.000      2.000      2.000      2.000      1.681      0.334      0.476 1 109
     2.000      2.000      0.000      2.000      0.000      1.000      2.000      1.088      0.334      1.021 1 132
     1.000      1.000      2.000      1.000      2.000      2.000      3.000      1.285      0.334      0.670 1 120
     1.000      1.000      2.000      1.000      1.000      3.000      0.000      1.114      0.334      1.026 1 109
     0.000      3.000      3.000      2.000      2.000      2.000      3.000      1.565      0.334      0.331 1 121
     0.000      2.000          *      1.000      3.000      2.000      3.000      1.303      0.355      0.492 1 110
     1.000      0.000          *      3.000      2.000      2.000      0.000      1.391      0.355      1.125 1 113
     3.000      0.000      3.000      1.000      1.000      3.000      0.000      1.467      0.334      0.754 1 112
     1.000      0.000      3.000      1.000      3.000      1.000      2.000      1.316      0.334      1.041 1 118
     1.000          *      0.000          *      0.000          *      2.000      0.673      0.396      1.740 1 111
     1.000      0.000      0.000      2.000      1.000      1.000      1.000      0.850      0.334      1.078 1 112
     0.000      0.000      2.000      0.000      1.000      2.000      0.000      0.626      0.334      1.087 1 107
     2.000      1.000      2.000      3.000      0.000      0.000      0.000      1.232      0.334      0.609 1 101
     0.000      2.000      2.000      1.000      2.000      2.000      3.000      1.205      0.334      1.218 1 123
     0.000      2.000      1.000      0.000      2.000      0.000      0.000      0.628      0.334      0.603 1 112
     1.000      0.000      3.000      0.000      0.000      3.000      3.000      0.989      0.334      0.934 1 106
     0.000      0.000          *      0.000      0.000      0.000      3.000      0.332      0.355      0.931 1 114
     0.000      2.000      1.000      1.000          *      0.000      2.000      0.761      0.358      1.095 1 104
     0.000      0.000      1.000      2.000      0.000      2.000      2.000      0.807      0.334      0.970 1 113
     2.000      2.000      2.000      3.000      1.000      0.000      3.000      1.566      0.334      1.009 1 125
     3.000      1.000      0.000      2.000      2.000      1.000      0.000      1.328      0.334      2.358 1 105
         *      2.000      3.000      3.000      0.000      3.000      3.000      1.772      0.365      0.829 1 127
     1.000      0.000      1.000      1.000      3.000      2.000      0.000      1.085      0.334      0.745 1 109
     0.000      1.000      0.000      1.000      2.000      2.000      0.000      0.767      0.334      0.912 1 113
     2.000      3.000      2.000      2.000      2.000      3.000      1.000      1.766      0.334      0.917 1 111
     2.000      2.000      2.000      2.000      1.000      3.000      3.000      1.650      0.334      1.471 1 114
     2.000      0.000      1.000      1.000      1.000      3.000      2.000      1.167      0.334      0.789 1 123
     1.000          *      3.000      1.000      1.000      3.000      0.000      1.247      0.343      0.716 1 123
     2.000          *      3.000      2.000          *      3.000      0.000      1.723      0.369      0.000 1 132
     3.000      0.000      3.000      0.000      0.000      3.000      3.000      1.308      0.334      2.023 1 116
         *      2.000      3.000      3.000      3.000      3.000      2.000      2.162      0.365      1.000 1 115
         *      0.000      3.000      0.000      0.000      2.000      2.000      0.840      0.365      0.897 1 118
         *          *      1.000      0.000      0.000          *          *      0.538      0.398      2.255 1 114
     0.000      1.000      1.000      0.000      3.000      1.000      3.000      0.886      0.334      0.000 1 124
     3.000      3.000      3.000      2.000          *      3.000      1.000      2.087      0.358      3.209 1 127
     1.000          *          *      2.000      1.000          *      0.000      1.162      0.379      0.940 1 122
     1.000          *      2.000      1.000      0.000      1.000      1.000      0.867      0.343      0.000 1 106
         *      3.000      3.000      3.000      2.000          *      3.000      2.118      0.378      0.302 1 107
         *      0.000      3.000      2.000      3.000      2.000      2.000      1.676      0.365      1.042 1 125
         *      0.000      3.000      2.000      2.000      1.000      0.000      1.326      0.365      0.497 1 116
     2.000      0.000      2.000      1.000      2.000      3.000      0.000      1.317      0.334      0.602 1 108
     2.000          *      3.000      1.000          *      1.000      0.000      1.318      0.369      3.369 1 126
     1.000      2.000      2.000          *      0.000      3.000      3.000      1.257      0.369      0.352 1 127
     0.000          *      3.000      3.000      3.000          *      3.000      1.769      0.354      0.485 1 133
     1.000          *      1.000      1.000      0.000          *      2.000      0.853      0.354      1.074 1 110
     1.000      0.000      1.000      0.000      2.000      1.000      3.000      0.842      0.334      0.598 1 107
     0.000      0.000      1.000      0.000      0.000      0.000      3.000      0.352      0.334      1.637 1 101
     1.000      3.000      2.000      2.000      2.000      3.000      2.000      1.650      0.334      1.277 1 115
     0.000      0.000      0.000      0.000      0.000      3.000      2.000      0.445      0.334      0.610 1 107
     0.000      0.000      1.000      0.000          *          *      0.000      0.422      0.370      0.317 1 114
     0.000      0.000      1.000      1.000      2.000      2.000      2.000      0.889      0.334      0.000 1 113
         *          *      2.000          *      0.000      3.000      0.000      1.018      0.428      1.065 1 120
     2.000      3.000      3.000      3.000      3.000      3.000      2.000      2.213      0.334      0.595 1 132
         *      1.000      2.000          *          *      1.000      0.000      0.991      0.456      1.053 1 128
     2.000      2.000      3.000      3.000      2.000      3.000      2.000      2.010      0.334      1.232 1 106
         *      3.000      3.000          *      3.000      3.000      0.000      1.977      0.410      0.803 1 130
     1.000      3.000      0.000      1.000      0.000          *      3.000      0.948      0.344      0.386 1 119
     3.000      0.000      3.000      2.000      2.000      3.000      3.000      1.887      0.334      0.591 1 126
     0.000      2.000      1.000      1.000      0.000      3.000      0.000      0.797      0.334      1.412 1 115
     1.000      2.000      3.000      2.000      3.000      2.000      2.000      1.724      0.334      2.544 1 110
     1.000      1.000      1.000      1.000      2.000      2.000      3.000      1.171      0.334      1.293 1 116
     1.000      2.000      2.000      1.000      2.000      2.000      1.000      1.277      0.334      0.000 1 113
     1.000      3.000      3.000      0.000      3.000      3.000      3.000      1.599      0.334      0.962 1 123
     1.000      2.000          *      3.000      2.000          *      0.000      1.588      0.367      0.311 1 110
     1.000      3.000      0.000      2.000      3.000      1.000      0.000      1.292      0.334      0.000 1 104
     1.000      1.000      0.000      1.000      1.000      1.000      3.000      0.850      0.334      0.668 1 109
     1.000      0.000      3.000      2.000      1.000      1.000      0.000      1.148      0.334      0.767 1 131
     0.000      3.000      0.000      1.000      0.000      0.000      2.000      0.599      0.334      1.230 1 117
     1.000      1.000      3.000      1.000      0.000      3.000      3.000      1.235      0.334      0.891 1 115
     3.000      3.000      3.000      3.000      1.000      2.000      3.000      2.085      0.334      0.674 1 133
     3.000      3.000      3.000      3.000      3.000      3.000      3.000      2.416      0.334      0.800 1 105
     2.000      0.000      0.000      1.000      0.000      0.000      3.000      0.723      0.334      0.625 1 113
     2.000      0.000      2.000      2.000      3.000      0.000          *      1.423      0.339      2.699 1 104
     0.000      1.000      0.000      2.000      1.000      1.000      0.000      0.726      0.334      1.605 1 105
     1.000      1.000      0.000      1.000      0.000      0.000      2.000      0.600      0.334      0.000 1 129
     2.000      2.000      3.000      1.000      3.000      2.000      3.000      1.761      0.334      0.637 1 119
     1.000      0.000      2.000      3.000      1.000          *      2.000      1.374      0.344      0.381 1 127
     1.000      0.000      0.000      0.000      0.000      3.000      3.000      0.648      0.334      1.253 1 103
     1.000      0.000      1.000      1.000      1.000      2.000      0.000      0.837      0.334      1.560 1 106
     1.000      1.000      1.000      0.000      2.000      3.000      3.000      1.088      0.334      0.750 1 101
     1.000      1.000      2.000      2.000      2.000      1.000      0.000      1.237      0.334      1.383 1 104
     0.000      3.000      2.000      2.000      0.000          *      1.000      1.105      0.344      0.482 1 108
     2.000      1.000      3.000      2.000      3.000      3.000      3.000      1.931      0.334      0.762 1 116
     1.000      0.000      1.000      1.000      1.000      1.000      3.000      0.885      0.334      1.603 1 113
         *          *          *          *          *          *      0.000      1.027      0.594      0.786 1 101
     2.000      0.000      3.000      2.000      1.000      3.000      2.000      1.561      0.334      0.899 1 117
     2.000      1.000      1.000      1.000      3.000      2.000      3.000      1.454      0.334      1.064 1 101
         *          *          *          *      3.000      1.000      0.000      1.311      0.472      1.007 1 125
     0.000      3.000      0.000      1.000      0.000      2.000      0.000      0.679      0.334      1.036 1 131
     1.000      0.000      3.000      1.000      1.000      1.000      2.000      1.069      0.334      2.210 1 105
     2.000      2.000      2.000          *          *          *      0.000      1.465      0.418      1.307 1 126
