.	2	2	3	3	2	0	3	1	4	0	0	0	0	1	1	3	3	3	3	9	13	29	1	0	0	0	0	0	0	8	95	2	0	1	2	2	4	2	4	2	0.842	121
0	2	3	0	3	2	2	2	-1	2	1	0	1	0	2	2	2	4	1	0	13	17	26	0	0	0	0	0	0	0	4	1	2	1	0	3	2	3	4	4	2	1.0133	123
.	2	2	3	3	.	0	-1	0	-1	1	1	1	0	4	4	3	2	4	4	9	6	23	0	0	0	0	0	0	0	3	95	1	0	0	1	2	1	2	2	1	0.3672	121
1	1	2	1	1	1	2	1	0	2	0	0	1	1	2	1	1	1	1	3	9	20	58	1	0	0	0	0	0	0	4	95	2	0	0	2	2	2	4	2	2	0.3663	118
.	2	3	3	3	3	3	-2	2	0	0	0	1	0	2	1	1	1	2	2	9	3	38	1	1	0	0	0	0	0	.	0	1	0	0	1	1	2	2	4	1	0.6463	113
1	2	2	3	1	2	3	2	0	2	1	0	1	1	2	3	2	.	3	2	14	1	60	1	0	0	0	0	0	0	7	2	2	0	0	3	3	1	3	5	4	0.6881	104
3	1	2	3	3	.	3	4	2	1	1	0	1	1	2	3	2	3	3	2	5	22	58	1	0	1	0	0	0	0	3	95	1	0	1	1	1	3	3	3	2	4.6151	105
1	1	3	3	3	.	3	1	0	2	0	0	1	1	3	1	3	4	3	4	9	12	45	0	0	0	0	0	1	0	8	0	2	0	0	2	2	2	2	4	2	1.0097	124
1	0	3	0	0	1	0	2	1	-3	0	1	1	0	1	2	2	3	2	3	10	19	30	1	1	0	0	0	0	0	.	1	1	0	0	2	1	2	4	3	2	0.6005	121
0	2	0	1	2	0	2	1	1	2	0	0	0	0	.	.	.	.	.	.	7	11	40	1	1	0	0	0	0	0	.	95	2	0	0	.	.	.	.	.	.	0	121
.	1	2	3	.	3	1	2	3	3	0	0	1	1	.	.	.	.	.	.	10	14	86	1	1	0	0	0	0	0	.	2	1	0	0	.	.	.	.	.	.	0	116
0	2	3	1	2	2	0	0	-3	0	1	1	1	1	0	1	3	2	3	0	13	24	30	1	0	0	0	1	0	0	2	0	2	0	0	3	3	4	4	4	2	0.8927	106
1	.	2	1	0	1	3	-4	-4	-4	1	1	1	1	4	3	4	2	3	4	12	14	67	1	0	0	0	0	0	1	6	95	1	1	0	2	3	1	2	2	4	1.1928	113
1	1	2	0	2	2	2	2	4	2	1	0	1	1	0	1	1	3	1	1	14	10	62	1	1	0	0	0	0	0	7	2	1	0	1	3	3	4	4	4	3	0.3187	110
3	0	3	.	3	3	3	1	-2	-4	0	0	1	1	3	0	0	1	1	4	9	3	51	1	0	0	0	0	0	0	4	95	1	0	1	1	0	3	4	2	0	0.955	101
1	0	1	1	1	2	2	2	3	2	1	1	1	1	1	1	0	0	3	0	14	27	46	0	0	0	0	1	0	0	6	2	1	0	1	3	3	4	4	4	3	0.8146	115
2	0	1	1	2	2	3	1	0	1	1	0	1	0	2	3	4	4	3	1	13	16	70	0	0	0	0	0	0	0	5	2	2	0	1	2	2	2	2	3	3	0.2579	131
2	0	1	2	2	2	0	3	3	2	1	1	1	0	1	3	2	3	3	1	14	26	30	0	1	0	0	0	0	0	8	1	1	0	1	2	3	3	4	4	2	1.6855	105
0	2	0	1	0	2	3	0	0	-3	0	0	1	0	3	4	1	4	4	1	10	22	67	1	1	0	0	0	0	1	8	95	2	1	0	1	1	2	2	2	3	1.4366	126
0	.	3	3	3	3	2	2	2	2	0	0	1	1	3	2	1	1	3	2	9	20	66	1	1	0	0	0	0	0	0	1	2	1	0	2	2	2	2	2	2	0.8633	121
0	1	2	1	3	2	2	3	2	4	1	0	1	1	1	1	2	1	3	2	12	3	32	0	1	0	0	0	0	0	5	1	2	1	0	2	2	4	4	3	2	0.5128	128
.	.	2	.	.	3	0	-3	-3	-1	.	1	.	.	3	3	3	1	2	2	10	.	56	0	1	0	0	0	0	0	.	95	2	0	0	2	1	2	3	2	1	2.7363	103
0	.	1	1	2	2	0	0	0	3	0	0	1	1	1	2	1	3	2	3	14	15	65	1	1	0	0	0	0	0	4	2	2	0	0	1	1	2	4	2	2	0.5161	108
3	2	2	1	3	0	0	2	1	2	0	0	0	1	3	3	2	3	3	1	8	13	61	1	0	0	0	0	1	0	7	3	2	0	0	2	2	2	2	2	2	1.1951	121
3	3	.	0	3	0	3	1	4	1	0	0	1	1	2	3	1	1	3	4	7	9	34	0	0	0	0	0	1	0	.	95	2	0	0	0	1	1	1	1	1	0.8568	103
2	2	3	2	2	3	3	4	4	2	1	0	1	1	0	3	3	2	3	0	14	17	73	1	0	0	0	0	0	0	8	2	1	0	0	3	3	3	2	4	3	0.9509	101
1	0	0	1	0	.	3	0	2	0	0	0	1	0	1	1	3	1	1	3	14	22	35	0	1	0	0	0	0	0	10	2	1	1	0	2	1	2	2	3	1	0.9365	128
3	2	3	3	3	2	3	3	0	3	0	0	0	1	.	.	.	.	.	.	13	24	64	1	0	0	0	0	0	0	.	2	2	0	1	.	.	.	.	.	.	0	108
0	2	1	1	0	3	0	3	4	4	0	0	1	1	2	3	1	1	1	3	10	.	73	1	1	0	0	0	0	0	9	2	2	0	1	2	1	1	1	2	1	0.9898	131
3	3	0	3	3	3	2	3	4	3	1	1	1	1	0	1	0	0	0	0	13	17	69	1	0	0	0	0	0	0	7	3	2	0	0	3	3	1	1	5	4	0.2235	111
.	.	0	3	3	3	2	1	0	0	0	0	1	1	4	3	1	3	3	.	13	11	41	1	1	0	0	0	0	0	0	0	2	1	0	0	0	2	2	2	1	0.4837	101
0	1	2	0	1	1	1	2	4	1	0	1	1	1	0	3	3	1	3	1	16	6	67	1	0	0	0	0	0	0	4	2	1	1	0	2	3	1	2	4	1	0.6132	118
0	1	0	3	0	3	3	-1	1	-1	0	0	1	0	.	.	.	.	.	.	9	7	59	1	1	0	0	0	0	0	.	95	1	0	0	.	.	.	.	.	.	0	132
0	3	3	3	2	1	0	3	3	3	0	0	1	0	1	1	1	3	3	3	11	21	54	1	0	0	0	0	0	0	5	0	2	0	1	3	3	1	1	3	1	0.5432	108
0	.	1	0	.	.	0	4	4	0	0	0	0	1	3	4	2	3	3	3	4	5	48	0	0	0	0	1	0	0	0	0	1	0	0	3	2	2	2	2	3	0.9487	101
1	1	2	2	3	0	3	2	2	-1	0	0	0	1	1	3	4	3	4	0	10	21	26	1	1	1	0	0	0	0	7	2	1	1	0	2	2	1	4	3	2	1.986	119
0	1	2	1	3	0	.	1	0	3	.	0	.	.	2	2	1	2	4	2	8	.	-9	1	.	0	0	0	0	0	6	2	2	0	0	2	2	4	3	4	2	1.3109	123
0	.	1	2	1	.	0	1	0	2	0	0	0	0	3	2	3	4	2	2	11	9	25	1	1	0	0	0	0	0	6	1	2	0	1	2	2	3	4	3	2	0.2155	107
3	.	.	.	3	3	3	4	4	4	0	0	1	1	4	2	3	2	2	1	13	19	46	1	1	1	0	0	0	0	10	3	1	0	1	2	3	3	3	5	3	0.7467	115
3	3	3	3	2	2	3	4	4	4	1	0	1	1	0	3	0	0	2	4	11	14	59	1	0	0	0	0	0	0	8	2	2	0	1	3	3	4	2	3	4	0.6856	105
2	3	1	0	3	0	3	3	1	3	0	0	1	0	0	3	3	3	3	2	12	14	39	0	1	0	0	0	0	0	.	0	2	0	0	2	2	2	4	1	2	0.9194	108
1	0	0	1	0	2	2	4	4	2	1	1	1	1	0	1	0	3	1	0	13	26	52	1	1	0	0	0	0	0	7	1	1	1	0	3	3	4	4	4	2	1.2573	109
0	1	2	0	3	1	2	2	1	2	1	0	1	1	3	4	4	4	4	3	11	17	46	1	0	0	0	0	0	1	3	0	2	0	0	3	2	1	2	2	2	0.5226	116
2	.	2	2	1	3	2	2	1	0	0	0	1	1	2	1	3	2	3	0	.	24	45	0	0	0	0	0	1	0	10	2	1	0	1	2	0	2	2	3	1	0.9977	118
.	1	.	0	.	1	.	3	1	1	0	1	1	1	.	.	.	.	.	.	8	1	64	1	0	1	0	0	0	0	.	95	1	1	0	.	.	.	.	.	.	0	116
.	1	1	.	.	.	2	2	3	3	1	1	1	0	.	.	.	.	.	.	11	1	43	1	1	0	0	0	0	0	.	0	1	0	0	.	.	.	.	.	.	0	123
1	1	0	1	2	0	3	3	4	2	1	0	1	1	3	3	2	3	3	3	14	22	61	1	1	0	0	0	0	0	3	2	1	0	1	2	2	2	2	3	2	0.2869	119
3	0	3	3	1	2	3	3	0	2	0	0	1	1	.	.	.	.	.	.	12	14	30	0	0	0	0	0	0	0	.	1	2	1	0	.	.	.	.	.	.	0	113
2	1	2	2	2	1	2	2	1	3	0	0	0	1	2	1	3	1	3	3	11	26	55	1	0	0	0	0	0	0	6	2	2	1	0	2	2	2	2	4	2	0.4548	107
0	1	2	0	1	2	0	4	4	-2	.	0	.	.	1	0	1	1	1	1	16	27	35	0	1	0	0	0	0	0	9	2	1	0	1	2	1	4	5	5	0	0.6012	117
1	1	1	1	1	3	2	1	2	0	0	1	0	1	1	1	1	3	1	0	12	14	24	0	1	0	0	0	0	1	.	1	1	0	0	2	2	3	2	3	2	1.5643	117
1	1	0	1	1	1	3	0	2	-2	.	1	0	1	3	4	1	1	0	1	2	6	85	0	1	0	0	1	0	0	2	95	2	0	0	0	2	5	5	2	3	0.4461	125
1	0	0	0	2	3	3	3	3	1	0	0	1	1	4	4	4	3	4	0	13	1	61	1	0	0	0	1	0	0	6	0	1	0	1	2	2	1	2	4	4	0.3382	106
1	0	0	1	2	2	0	3	4	3	0	1	1	0	0	2	2	2	3	0	13	19	52	1	1	0	0	0	0	0	7	2	1	0	1	1	3	3	3	2	2	0.5908	101
.	2	3	1	1	2	0	0	1	1	0	0	0	0	2	3	3	4	3	3	9	14	56	0	0	0	0	0	0	0	.	95	2	0	0	1	1	1	1	2	2	1.0304	111
