3	3	3	3	2	2	3	49.5569081360006	1	0	1	1	0	3	0	0	2	4	11	14	59	1	0	0	0	0	0	0	8	2	0	1	3	3	4	2	3	4	0.6856	105
2	3	1	0	3	0	3	34.3860998091729	0	0	1	0	0	3	3	3	3	2	12	14	39	0	1	0	0	0	0	0	.	0	0	0	2	2	2	4	1	2	0.9194	108
1	0	0	1	0	2	2	41.3307666115692	1	1	1	1	0	1	0	3	1	0	13	26	52	1	1	0	0	0	0	0	7	1	1	0	3	3	4	4	4	2	1.2573	109
2	0	3	1	3	1	2	3.32109999849448	1	0	0	0	3	3	3	3	4	0	13	13	29	1	1	0	0	1	0	0	1	2	.	.	1	1	2	1	2	2	0.2583	122
0	1	2	0	3	1	2	34.1343705821566	1	0	1	1	3	4	4	4	4	3	11	17	46	1	0	0	0	0	0	1	3	0	0	0	3	2	1	2	2	2	0.5226	116
2	.	2	2	1	3	2	10.0985708295778	0	0	1	1	2	1	3	2	3	0	.	24	45	0	0	0	0	0	1	0	10	2	0	1	2	0	2	2	3	1	0.9977	118
.	1	.	0	.	1	.	15.4471307246399	0	1	1	1	.	.	.	.	.	.	8	1	64	1	0	1	0	0	0	0	.	95	1	0	.	.	.	.	.	.	0	116
.	1	1	.	.	.	2	24.3122156538642	1	1	1	0	.	.	.	.	.	.	11	1	43	1	1	0	0	0	0	0	.	0	0	0	.	.	.	.	.	.	0	123
1	1	0	1	2	0	3	19.4546772471943	1	0	1	1	3	3	2	3	3	3	14	22	61	1	1	0	0	0	0	0	3	2	0	1	2	2	2	2	3	2	0.2869	119
3	0	3	3	1	2	3	41.4026253263437	0	0	1	1	.	.	.	.	.	.	12	14	30	0	0	0	0	0	0	0	.	1	1	0	.	.	.	.	.	.	0	113
2	1	2	2	2	1	2	33.9863199646564	0	0	0	1	2	1	3	1	3	3	11	26	55	1	0	0	0	0	0	0	6	2	1	0	2	2	2	2	4	2	0.4548	107
0	1	2	0	1	2	0	33.9867199632445	.	0	.	.	1	0	1	1	1	1	16	27	35	0	1	0	0	0	0	0	9	2	0	1	2	1	4	5	5	0	0.6012	117
1	1	1	1	1	3	2	19.5503596013603	0	1	0	1	1	1	1	3	1	0	12	14	24	0	1	0	0	0	0	1	.	1	0	0	2	2	3	2	3	2	1.5643	117
1	1	0	1	1	1	3	.	.	1	0	1	3	4	1	1	0	1	2	6	85	0	1	0	0	1	0	0	2	95	0	0	0	2	5	5	2	3	0.4461	125
1	0	0	0	2	3	3	41.3131405770912	0	0	1	1	4	4	4	3	4	0	13	1	61	1	0	0	0	1	0	0	6	0	0	1	2	2	1	2	4	4	0.3382	106
1	0	0	1	2	2	0	41.3307666115692	0	1	1	0	0	2	2	2	3	0	13	19	52	1	1	0	0	0	0	0	7	2	0	1	1	3	3	3	2	2	0.5908	101
.	2	3	1	1	2	0	14.7782931518664	0	0	0	0	2	3	3	4	3	3	9	14	56	0	0	0	0	0	0	0	.	95	0	0	1	1	1	1	2	2	1.0304	111
1	0	1	0	1	.	3	34.1643595091376	0	0	0	1	3	1	1	3	2	2	10	.	68	1	0	1	0	0	0	1	5	2	0	1	2	2	3	3	4	2	0.5262	124
.	.	.	3	0	3	3	41.3307666115692	1	0	1	1	3	3	3	3	3	3	10	7	76	1	1	1	0	0	0	0	1	95	0	1	2	3	2	2	3	1	1.2383	121
1	1	1	3	3	3	0	2.76758333207873	0	0	1	0	2	2	2	2	2	2	13	17	31	1	0	0	0	0	0	0	.	0	0	0	0	0	3	3	4	2	0.5791	103
0	0	1	1	1	2	1	5.6126629804844	0	0	0	0	3	1	2	3	1	0	13	27	19	1	1	0	0	0	0	0	6	0	1	0	1	1	4	4	3	1	0.6689	131
.	.	3	1	0	1	2	34.0371019154099	0	0	1	1	.	.	.	.	.	.	9	3	47	1	1	0	0	0	0	0	.	95	0	1	.	.	.	.	.	.	0	123
0	1	3	0	.	1	2	41.2904947244823	0	0	0	1	.	.	.	.	.	.	11	5	68	0	1	0	0	0	0	0	.	0	0	0	.	.	.	.	.	.	0	110
2	1	3	1	3	1	3	41.2751604554313	0	1	1	1	0	0	1	3	1	0	14	27	57	1	0	0	0	0	0	0	6	2	0	1	3	3	3	2	5	3	4.9016	101
2	1	1	1	2	.	3	29.1704489303816	0	1	0	0	3	2	2	3	3	2	9	11	27	1	1	0	0	0	0	0	0	1	0	0	0	0	2	2	2	0	1.6041	118
1	2	1	1	3	3	2	9.78302516568878	0	0	0	0	2	1	2	1	3	2	9	3	32	0	1	0	0	0	0	0	5	1	0	0	2	2	4	4	4	1	0.4916	121
2	1	3	0	2	3	2	21.9863913969528	1	1	1	1	0	1	1	1	3	0	12	13	45	0	0	0	0	0	0	0	8	2	0	1	3	3	3	4	4	3	0.3373	117
1	.	3	2	1	.	0	41.2904947244823	1	0	1	1	2	3	4	3	4	1	7	8	50	0	1	0	0	1	0	0	8	95	1	0	1	1	2	2	2	0	0.482	129
2	2	2	.	.	1	2	34.0569877804835	0	1	1	1	3	3	0	3	3	0	14	18	68	1	1	1	0	0	0	0	2	2	0	1	2	2	2	2	4	1	0.5024	118
1	2	2	0	1	2	0	41.3307666115692	1	0	1	1	0	3	3	0	3	2	10	20	60	1	0	0	0	0	1	0	3	12	0	1	3	3	2	5	4	2	1.4692	114
2	1	2	.	1	1	0	21.9863913969528	0	0	0	0	3	1	1	1	3	0	13	3	36	0	1	0	0	1	0	1	10	2	0	0	2	2	1	4	2	2	0.2116	127
1	1	2	.	.	1	2	29.3933036904666	1	0	0	1	3	2	3	3	3	0	7	4	27	0	1	0	0	1	0	0	7	95	1	0	1	1	2	2	2	0	1.062	127
.	3	2	2	3	2	1	34.084462483843	1	0	0	0	3	2	1	3	2	1	9	12	-8	1	0	0	1	0	0	0	6	0	1	0	2	2	4	4	4	2	0.5884	129
3	1	3	3	.	.	0	8.80715551869047	1	0	1	1	3	3	3	4	3	2	10	23	46	1	1	0	0	0	0	0	10	0	0	0	3	3	2	2	4	2	0.3112	119
1	0	2	1	2	2	0	26.7072034175287	1	1	1	1	1	1	1	4	2	0	10	15	35	1	0	0	0	0	0	1	5	1	0	0	2	2	3	3	4	2	0.5505	112
1	1	2	2	2	3	2	1.16270796918229	0	0	1	1	2	2	1	3	3	3	9	9	44	1	1	0	0	0	0	0	.	0	0	0	0	1	3	3	4	0	1.3641	108
2	1	0	1	1	1	0	41.3307666115692	0	0	1	1	1	2	4	3	4	3	9	4	78	1	1	1	0	0	0	1	8	95	1	0	0	3	1	2	3	2	1.0373	115
1	0	2	0	2	0	0	26.9088278837559	.	0	.	.	.	.	.	.	.	.	13	15	83	1	0	0	0	0	0	0	.	2	0	0	.	.	.	.	.	.	0	123
0	1	3	3	3	2	0	3.87461666491022	0	0	0	0	.	1	1	3	2	1	12	1	65	1	1	0	0	1	0	0	10	0	.	.	2	3	4	5	4	1	0.2805	127
1	0	2	1	.	2	3	29.1746587846371	0	0	1	0	3	1	1	0	3	1	9	11	55	1	0	0	0	0	0	0	10	0	0	1	2	3	3	4	1	3	1.8555	112
3	3	3	3	3	3	3	21.9124414813891	0	0	1	0	4	4	2	4	4	4	13	12	69	1	1	0	0	1	0	0	2	95	0	1	3	3	1	1	5	3	0.3408	133
1	1	0	1	0	.	.	24.6650790092491	0	0	1	1	1	3	4	4	3	0	13	26	55	0	0	1	0	0	0	0	5	0	0	0	3	2	2	4	4	2	0.4323	104
1	2	1	1	1	2	0	20.9842400286054	1	0	1	1	1	3	2	2	3	1	13	3	31	0	0	0	0	0	0	0	6	1	0	0	2	1	2	2	4	2	0.9224	107
1	1	2	0	1	1	2	21.0242092692781	1	0	1	1	1	3	3	1	2	0	14	12	68	1	0	0	0	0	0	0	6	2	0	0	2	2	2	4	3	2	0.5786	110
1	0	1	0	1	0	2	29.5204570598356	1	0	1	1	1	3	3	3	3	1	16	25	42	1	0	0	0	0	0	0	2	0	0	0	3	3	1	1	4	3	1.1928	103
2	3	3	1	1	0	2	33.9863199646564	0	0	1	1	3	3	4	3	3	1	9	15	82	1	1	0	0	0	0	0	10	2	0	1	2	3	2	3	2	2	0.8379	133
2	2	3	3	3	0	2	21.9842292862975	1	0	1	1	.	.	.	.	.	.	10	24	53	1	1	0	0	0	0	0	.	3	0	1	.	.	.	.	.	.	0	119
1	0	1	2	2	1	3	34.0002735172822	0	0	.	1	.	.	.	.	.	.	13	16	65	1	0	0	0	0	0	0	.	2	0	1	.	.	.	.	.	.	0	108
1	3	2	1	2	1	3	41.3307666115692	1	1	1	1	1	3	4	4	4	0	12	1	42	1	1	1	0	0	0	0	10	2	1	0	0	1	2	1	2	1	1.5997	119
.	0	1	1	1	0	3	9.81548860998779	.	0	.	.	.	.	.	.	.	.	9	.	48	1	0	0	0	1	0	0	.	0	1	0	.	.	.	.	.	.	0	125
2	0	3	1	.	3	3	43.6998877115262	1	1	1	1	0	0	2	3	1	2	10	24	30	1	0	0	0	0	0	0	9	2	0	1	2	2	4	2	4	2	0.3689	128
1	2	1	2	1	2	3	20.1823097613331	0	0	1	1	3	1	1	3	4	2	13	15	23	1	1	0	0	0	1	0	6	1	0	0	2	2	2	2	3	2	1.1457	121
1	0	0	1	0	1	0	14.6270328205176	0	0	1	0	3	1	1	1	1	0	9	22	51	1	0	0	0	0	0	0	1	1	1	0	1	1	3	3	2	1	0.9419	107
0	0	3	2	.	2	0	48.6174148839693	0	0	0	0	.	.	.	.	.	.	9	24	31	1	1	0	0	0	0	0	.	95	0	1	.	.	.	.	.	.	0	107
3	0	0	0	3	3	3	14.881220151587	0	0	1	1	.	.	.	.	.	.	4	6	68	1	0	0	0	1	0	0	.	0	0	1	.	.	.	.	.	.	0	127
1	0	.	.	3	2	3	0.675360170575678	0	0	0	0	0	2	2	2	1	2	14	14	66	.	1	0	0	0	0	0	5	0	.	.	2	2	3	1	4	2	0.2999	112
0	.	2	0	2	.	2	27.7959307458471	0	0	1	1	1	3	2	2	3	2	12	24	29	1	1	0	0	0	0	0	10	1	1	0	0	1	2	2	2	1	0.4571	110
1	1	0	1	1	2	0	41.4102997447426	0	1	0	0	1	1	3	3	3	1	13	26	36	0	1	0	0	0	0	0	8	2	0	1	2	1	2	4	4	2	0.5509	122
0	1	1	0	0	2	3	41.2751604554313	1	0	0	1	0	1	1	1	3	1	13	24	47	1	1	0	0	0	0	0	7	1	0	1	2	2	4	4	4	2	1.6382	103
1	1	1	0	1	1	3	5.87132894347609	0	0	0	0	2	2	1	4	3	1	9	22	61	1	0	0	0	0	0	0	1	1	.	.	2	2	3	4	3	2	1.418	125
3	1	3	3	3	3	2	43.772876759185	0	0	1	1	2	3	3	3	3	0	13	12	26	0	1	0	0	0	0	0	10	2	0	1	2	2	2	3	3	2	2.0076	132
.	.	3	.	3	3	2	.	.	0	.	.	.	.	.	.	.	.	8	.	88	1	0	0	0	0	0	0	.	95	0	1	.	.	1	3	.	.	0.9799	124
.	.	.	.	.	.	2	17.5244986444691	1	1	1	1	3	1	1	2	4	3	3	1	83	1	1	0	0	0	1	1	10	3	0	1	2	3	2	2	3	4	0.7216	101
1	0	2	1	1	1	1	5.69561371421904	1	1	0	1	0	1	2	3	3	0	13	27	51	0	0	0	0	0	0	0	10	1	0	0	3	3	2	1	4	1	1.0883	101
0	1	1	0	0	.	2	34.5495543979137	0	0	1	1	0	1	1	2	1	1	9	17	36	0	0	0	0	0	0	0	6	1	1	0	1	1	3	4	4	1	0.9007	112
0	0	1	0	3	2	2	5.70071331446337	.	0	1	1	3	3	3	4	3	1	11	7	68	0	1	0	0	0	0	0	6	0	0	0	1	0	2	1	1	0	0.6549	129
0	0	0	0	0	0	2	9.73217836663509	0	1	0	1	2	1	2	4	3	2	9	5	23	1	0	0	0	1	0	0	1	0	0	0	2	1	3	4	3	2	1.165	125
.	.	2	2	3	0	0	24.7000726483243	0	0	1	1	1	3	3	3	3	3	10	15	34	0	1	0	0	0	0	0	0	95	0	0	1	2	3	3	3	2	1.0241	131
0	3	1	0	2	1	0	26.8886007556102	0	0	1	0	2	3	3	4	3	1	10	25	58	1	1	0	0	0	0	0	1	0	0	0	1	2	3	3	3	1	1.3764	119
0	0	1	1	1	0	0	3.6309211382926	1	1	1	1	2	1	3	1	3	1	13	14	69	1	0	0	0	0	1	0	6	1	0	0	3	3	2	2	4	3	0.9319	116
0	2	0	0	.	1	0	0.675360170575678	0	0	0	1	3	2	2	2	2	1	10	24	19	1	0	0	0	1	0	0	0	95	0	0	0	1	3	3	4	2	1.3433	125
.	2	2	.	.	.	2	26.7413955974628	0	1	0	0	3	3	3	3	3	1	9	12	30	0	0	0	0	1	0	1	4	95	1	0	1	1	3	2	2	1	0.5592	130
.	3	0	.	3	2	3	34.0321904187785	0	0	1	0	3	1	3	2	3	3	9	11	75	1	1	0	0	0	0	1	1	0	.	.	3	3	1	1	2	0	1.8694	103
.	0	3	3	1	1	2	34.1052332302903	1	0	1	1	4	4	4	4	3	1	9	22	50	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	2	1.2327	114
2	0	1	1	0	2	0	22.8018370585705	0	0	1	1	3	2	3	3	2	1	13	17	54	1	0	0	0	1	0	1	4	95	0	1	2	3	2	2	4	2	0.4849	131
0	.	.	.	0	.	2	1.66054999924724	.	0	1	0	2	1	2	2	4	2	9	13	38	1	1	0	0	0	0	0	0	95	0	1	1	2	2	2	2	0	1.0485	116
1	1	1	3	3	0	3	10.0918122653961	0	0	0	0	3	3	3	4	4	2	10	14	27	1	1	0	0	0	0	0	3	0	1	0	2	3	2	4	3	1	1.4578	116
1	1	0	0	3	.	3	41.3248026513739	0	0	0	0	1	3	4	4	4	4	11	1	69	1	1	0	0	0	0	0	4	95	0	0	0	1	1	1	4	0	0.1412	108
2	3	3	3	3	3	3	10.1708579075219	0	0	0	0	.	.	.	.	.	.	11	22	43	1	1	0	0	1	0	0	.	1	0	1	.	.	.	.	.	.	0	118
0	1	1	1	1	0	2	15.9429080680094	0	0	1	0	1	3	4	3	2	1	9	17	33	0	1	0	1	0	0	0	10	0	0	0	0	1	3	4	2	2	0.9431	126
2	1	0	.	0	0	2	1.66054999924724	1	0	1	0	.	.	.	.	.	.	11	.	87	1	1	0	0	0	0	0	.	0	0	0	.	.	.	.	.	.	0	129
2	0	2	3	3	1	1	34.5288607476412	0	1	1	1	3	3	3	3	3	3	9	13	26	1	0	0	0	0	0	0	8	2	1	0	1	1	2	2	2	2	0.4955	126
0	1	1	2	0	2	0	14.6128657517408	0	0	1	1	1	1	2	1	1	1	12	11	34	1	1	0	0	1	0	0	10	1	1	0	2	1	4	4	4	1	0.2936	125
2	3	3	1	1	3	1	41.9895291248902	0	0	1	1	1	1	1	1	0	1	13	24	33	0	1	0	0	0	0	0	6	2	0	0	3	2	4	5	4	2	0.5902	125
1	0	0	1	1	1	0	21.9397153650634	0	0	1	1	3	1	2	1	1	1	10	1	57	1	0	0	0	0	0	0	2	2	1	0	1	1	3	4	5	2	0.6702	114
0	0	2	2	1	0	0	8.88885907372257	.	1	.	.	1	4	4	3	4	2	11	23	27	1	0	0	0	0	0	0	4	0	0	0	2	1	1	2	4	0	0.6246	127
0	0	1	1	3	1	3	48.5470822661877	0	0	0	0	3	3	3	3	1	3	9	20	38	1	1	0	0	1	0	0	9	1	0	0	3	2	1	2	4	2	1.3851	127
2	2	2	0	3	1	2	41.3307666115692	0	1	1	1	4	3	3	4	3	0	9	1	81	1	0	0	0	0	0	0	8	95	0	1	0	1	2	2	3	2	1.3854	118
1	2	0	0	1	0	0	14.5873293923185	0	0	0	1	1	4	2	3	4	3	.	1	51	1	1	0	0	0	0	0	9	0	0	0	1	1	1	1	2	1	1.5125	106
0	1	0	1	0	0	2	22.1205257238611	0	0	1	1	3	2	1	1	3	1	9	11	75	1	1	0	0	0	0	0	.	0	0	0	2	2	1	1	2	2	0.4169	110
1	3	0	3	3	0	3	49.5569081360006	0	0	0	1	3	4	4	3	2	4	11	13	74	1	1	0	0	0	0	0	10	0	0	1	3	3	1	2	4	4	0.312	118
1	2	3	1	1	3	2	4.09513885478869	0	0	0	1	0	3	0	3	4	0	13	25	43	0	0	0	0	0	0	1	4	0	0	0	2	2	1	1	5	4	1.6385	101
0	0	0	0	0	1	3	17.0552222561097	1	1	1	1	3	1	2	3	3	1	13	25	58	0	0	0	0	0	0	0	4	0	0	1	2	2	3	3	3	2	0.9627	115
3	3	3	2	1	3	1	22.6276930248092	0	0	0	0	3	3	3	4	4	3	13	3	36	0	1	0	0	0	0	0	8	3	0	0	3	2	2	4	4	2	1.0944	108
0	1	.	1	.	.	2	4.09513885478869	0	1	0	0	3	2	1	3	3	2	13	7	23	1	1	0	0	0	0	0	2	95	1	0	1	1	2	2	2	1	1.7961	117
2	3	1	1	0	2	0	34.0321904187785	1	1	1	0	4	1	2	3	1	0	10	3	88	1	1	0	0	0	0	0	10	3	0	1	2	3	2	2	4	2	0.4052	123
3	3	2	1	3	3	3	29.6400871779892	0	0	0	0	1	1	3	1	1	1	9	18	57	1	1	0	0	0	0	0	6	1	0	0	1	1	4	4	4	2	0.8775	118
0	2	3	0	0	3	0	34.6149693264547	0	0	1	1	3	4	3	4	3	0	14	16	59	0	1	0	0	0	0	1	6	2	0	1	2	2	1	1	4	2	0.8419	131
0	1	1	0	0	2	.	29.4307564795742	0	0	1	1	3	3	3	3	3	4	14	5	86	1	1	0	0	0	0	0	10	2	0	1	2	2	1	2	2	2	0.291	116
2	2	3	3	.	2	3	41.3790366011197	0	0	1	1	.	.	.	.	.	.	9	.	57	1	0	0	0	1	0	0	.	3	0	1	.	.	.	.	.	.	0	131
.	.	.	.	1	.	3	21.9397153650634	0	0	1	0	3	4	4	4	4	3	10	5	84	1	1	0	0	0	0	0	0	95	.	.	1	1	2	2	4	0	0.2055	107
1	1	.	2	3	.	2	34.0954879885154	0	0	0	0	3	3	1	4	3	0	7	5	60	1	0	0	0	1	0	0	7	1	1	0	0	2	2	2	2	0	0.44	125
1	1	2	0	3	2	3	33.9937816455657	0	1	1	1	0	1	1	2	3	0	13	15	45	0	0	0	0	0	0	1	6	2	0	1	3	2	4	4	4	2	0.8165	126
.	1	.	3	3	.	3	19.6096049093295	0	0	1	1	.	.	.	.	.	.	9	11	30	1	0	0	0	0	0	0	.	0	0	1	.	.	.	.	.	.	0	116
0	1	2	1	1	3	2	29.1704489303816	0	0	1	0	.	.	.	.	.	.	9	1	78	1	0	0	0	0	0	0	.	2	.	.	.	.	.	.	.	.	0	104
.	1	0	1	0	3	2	34.1643595091376	.	0	1	.	1	3	2	2	3	1	13	14	72	1	1	1	0	0	0	0	4	1	0	1	2	2	3	4	2	2	0.3878	119
2	3	3	0	3	0	3	14.7772269895268	0	1	1	0	0	2	0	4	3	4	13	21	36	.	0	0	0	0	0	1	3	1	0	0	2	2	5	2	5	4	0.6711	126
0	0	3	0	.	.	1	41.3307666115692	0	0	0	0	1	0	1	1	1	1	4	2	86	0	0	0	0	0	0	0	4	1	0	1	0	0	1	4	2	1	1.3335	103
2	2	2	0	1	2	3	41.2865594284629	1	0	1	1	1	3	1	3	2	0	13	26	55	0	.	0	0	0	0	0	8	2	0	1	3	3	1	2	4	4	0.7486	120
2	2	2	.	1	2	2	7.38861349476341	0	0	1	1	2	2	3	2	3	1	10	22	50	0	1	0	0	0	0	0	.	95	0	0	2	2	4	3	2	2	0.3008	108
0	3	1	0	0	3	3	19.6165624078226	0	0	0	1	0	3	0	3	3	0	9	12	68	1	0	1	0	0	0	0	.	2	1	0	3	2	2	5	4	1	0.6031	115
0	0	1	0	1	2	0	26.8045652935279	1	1	1	1	0	3	2	3	3	0	13	12	69	0	0	0	0	0	0	0	5	2	0	1	2	1	2	2	2	2	0.8115	119
0	2	0	1	2	0	3	48.5566582512893	0	0	1	1	3	3	3	3	3	1	10	20	62	1	1	0	0	0	0	0	8	0	0	0	3	3	1	2	3	2	0.3478	106
0	0	2	2	2	2	0	14.781532762092	0	0	0	0	1	1	3	1	3	3	11	10	42	1	0	0	0	0	0	0	2	0	0	0	2	2	2	2	4	1	1.2043	110
2	2	0	2	3	0	3	10.0918122653961	0	0	1	0	0	4	3	4	4	3	10	15	42	0	1	0	0	0	1	0	6	0	1	0	2	2	1	1	2	2	0.4269	127
